"FOLIO","VIV_SEL","HOGAR","EST_DIS","UPM_DIS","P2_8","FAC_HOG","TLOC","REGION","P0_1","P0_2","P0_3","P0_4_1","P0_4_2","P1_1","P1_2"
7358,17,1,120,1148,4,1564,3,3,3,5,1,1,1,5,1
7359,18,1,120,1148,1,1564,3,3,2,4,1,1,1,3,1
7360,19,1,120,1148,1,1564,3,3,1,2,1,2,2,1,1
7361,1,1,122,1149,2,1472,4,3,3,6,1,1,1,3,1
7362,2,1,122,1149,0,1472,4,3,1,2,1,2,2,1,1
7363,3,1,122,1149,2,1472,4,3,2,6,1,2,1,2,1
7364,4,1,122,1149,1,1472,4,3,2,5,1,1,1,4,1
7365,5,1,122,1149,0,1472,4,3,1,6,2,1,1,2,1
7366,6,1,122,1149,1,1472,4,3,2,4,1,1,1,1,1
7367,7,1,122,1149,1,1472,4,3,1,4,2,2,2,2,1
7368,8,1,122,1149,5,1472,4,3,2,2,1,1,1,5,1
7369,9,1,122,1149,1,1472,4,3,1,2,1,2,2,2,1
7370,10,1,122,1149,3,1472,4,3,1,2,1,2,2,4,1
7371,11,1,122,1149,3,1472,4,3,3,4,1,1,1,7,1
7372,12,1,122,1149,1,1472,4,3,1,2,1,2,2,3,1
7373,13,1,122,1149,1,1472,4,3,1,3,1,1,1,3,1
7374,14,1,122,1149,1,1472,4,3,3,6,3,1,1,2,1
7375,15,1,122,1149,2,1472,4,3,3,6,1,1,1,5,1
7376,16,1,122,1149,1,1472,4,3,2,3,1,1,2,5,1
7377,17,1,122,1149,1,1472,4,3,4,4,2,2,1,7,2
7377,17,2,122,1149,1,1472,4,3,4,4,2,2,1,7,2
7378,18,1,122,1149,0,1472,4,3,1,6,4,2,2,1,1
7379,19,1,122,1149,2,1472,4,3,3,4,1,1,1,5,1
7380,20,1,122,1149,1,1472,4,3,1,4,2,1,1,2,1
7381,1,1,122,1150,0,1459,4,3,2,4,2,2,2,2,1
7382,2,1,122,1150,0,1459,4,3,2,4,1,1,2,4,1
7383,3,1,122,1150,3,1459,4,3,3,5,1,1,2,3,1
7384,4,1,122,1150,2,1459,4,3,2,4,1,1,1,4,1
7385,5,1,122,1150,0,1459,4,3,2,4,2,1,2,2,1
7386,6,1,122,1150,1,1459,4,3,2,4,2,1,1,5,1
7387,7,1,122,1150,1,1459,4,3,3,4,2,1,1,3,1
7388,8,1,122,1150,1,1459,4,3,3,4,1,1,2,2,1
7389,9,1,122,1150,2,1459,4,3,1,5,2,1,1,3,1
7390,10,1,122,1150,0,1459,4,3,2,3,1,2,2,1,1
7391,11,1,122,1150,2,1459,4,3,1,4,2,1,2,2,1
7392,12,1,122,1150,0,1459,4,3,1,6,1,2,2,2,1
7393,13,1,122,1150,1,1459,4,3,1,4,1,2,2,1,1
7394,14,1,122,1150,2,1459,4,3,4,5,2,1,2,11,1
7395,16,1,122,1150,1,1459,4,3,2,5,2,1,2,4,1
7396,17,1,122,1150,2,1459,4,3,3,5,1,1,2,4,1
7397,18,1,122,1150,0,1459,4,3,2,4,3,1,2,1,1
7398,19,1,122,1150,1,1459,4,3,1,3,1,1,2,2,1
7399,20,1,122,1150,0,1459,4,3,2,2,1,2,2,2,1
7400,1,1,122,1151,1,1241,4,3,2,2,1,2,1,1,1
7401,4,1,122,1151,1,1241,4,3,2,3,1,2,2,4,1
7402,5,1,122,1151,2,1241,4,3,2,3,1,1,1,3,1
7403,6,1,122,1151,1,1241,4,3,1,2,1,2,2,2,1
7404,9,1,122,1151,1,1241,4,3,2,7,1,1,1,4,1
7405,10,1,122,1151,0,1241,4,3,2,3,1,2,2,2,1
7406,11,1,122,1151,0,1241,4,3,1,2,1,2,2,1,1
7407,12,1,122,1151,2,1241,4,3,2,3,2,2,1,4,1
7408,13,1,122,1151,2,1241,4,3,2,4,2,1,1,5,1
7409,14,1,122,1151,1,1241,4,3,3,5,1,1,1,6,1
7410,16,1,122,1151,3,1241,4,3,2,3,1,1,1,3,1
7411,17,1,122,1151,1,1241,4,3,1,1,1,1,1,1,1
7412,18,1,122,1151,2,1241,4,3,2,3,1,1,1,2,1
7413,19,1,122,1151,2,1241,4,3,2,5,1,1,1,4,1
7414,1,1,121,1152,1,1115,4,3,2,3,1,1,1,4,1
7415,2,1,121,1152,1,1115,4,3,1,3,1,1,1,2,1
7416,3,1,121,1152,1,1115,4,3,1,3,1,2,2,2,1
7417,4,1,121,1152,4,1115,4,3,2,3,1,1,1,5,1
7418,5,1,121,1152,2,1115,4,3,3,5,1,2,1,7,1
7419,6,1,121,1152,1,1115,4,3,2,3,1,1,2,3,1
7420,7,1,121,1152,1,1115,4,3,2,3,1,1,2,4,1
7421,8,1,121,1152,2,1115,4,3,2,4,1,2,2,4,1
7422,9,1,121,1152,1,1115,4,3,1,4,2,1,2,5,1
7423,10,1,121,1152,1,1115,4,3,3,4,1,2,2,3,1
7424,11,1,121,1152,3,1115,4,3,2,3,1,2,1,4,1
7425,12,1,121,1152,2,1115,4,3,1,1,2,1,2,5,1
7426,13,1,121,1152,1,1115,4,3,1,3,1,2,2,3,1
7427,14,1,121,1152,1,1115,4,3,1,2,1,1,1,2,1
7428,15,1,121,1152,0,1115,4,3,1,2,1,2,2,2,1
7429,16,1,121,1152,2,1115,4,3,2,3,1,2,2,3,1
7430,18,1,121,1152,2,1115,4,3,1,4,1,1,2,3,1
7431,19,1,121,1152,0,1115,4,3,2,5,1,1,1,2,1
7432,20,1,121,1152,2,1115,4,3,2,3,1,2,2,2,1
7433,21,1,121,1152,2,1115,4,3,1,2,1,2,2,5,1
7434,1,1,121,1153,2,993,4,3,3,6,1,1,2,3,1
7435,2,1,121,1153,0,993,4,3,1,3,1,2,2,2,1
7436,4,1,121,1153,2,993,4,3,2,4,1,2,2,2,1
7437,5,1,121,1153,3,993,4,3,3,7,1,1,2,7,1
7438,6,1,121,1153,1,993,4,3,2,3,1,1,2,4,1
7439,7,1,121,1153,1,993,4,3,2,4,1,1,2,5,1
7440,8,1,121,1153,2,993,4,3,2,4,1,2,2,3,1
7441,9,1,121,1153,2,993,4,3,1,4,1,2,2,2,1
7442,10,1,121,1153,1,993,4,3,2,4,1,2,2,3,1
7443,11,1,121,1153,0,993,4,3,1,3,1,2,2,2,1
7444,12,1,121,1153,0,993,4,3,1,4,1,2,2,2,1
7445,13,1,121,1153,0,993,4,3,2,2,0,2,2,1,1
7446,14,1,121,1153,3,993,4,3,1,3,1,2,2,3,1
7447,15,1,121,1153,1,993,4,3,1,2,1,2,2,2,1
7448,16,1,121,1153,1,993,4,3,4,5,1,1,2,2,1
7449,17,1,121,1153,0,993,4,3,1,4,0,2,2,1,1
7450,18,1,121,1153,1,993,4,3,2,3,1,1,2,4,2
7450,18,2,121,1153,1,993,4,3,2,3,1,1,2,4,2
7451,19,1,121,1153,1,993,4,3,1,3,0,2,2,5,1
7452,20,1,121,1153,2,993,4,3,2,4,1,1,1,4,1
7453,1,1,131,1154,1,2390,1,2,2,5,1,2,2,1,1
7454,3,1,131,1154,2,2390,1,2,3,4,2,1,1,5,1
7455,4,1,131,1154,1,2390,1,2,3,3,1,2,2,3,1
7456,1,1,130,1155,3,2270,1,2,3,5,1,2,2,5,1
7457,3,1,130,1155,2,2270,1,2,2,3,2,2,1,3,1
7458,4,1,130,1155,2,2270,1,2,1,2,1,2,2,5,1
7459,5,1,130,1155,4,2270,1,2,3,5,2,1,1,7,1
7460,1,1,132,1156,2,3980,1,2,3,6,3,1,1,5,1
7461,3,1,132,1156,2,3980,1,2,2,3,2,1,1,2,1
7462,4,1,132,1156,2,3980,1,2,3,3,2,1,1,2,1
7463,5,1,132,1156,3,3980,1,2,3,9,3,1,1,4,1
7464,3,1,131,1157,4,2447,1,2,2,4,1,1,1,4,1
7465,4,1,131,1157,3,2447,1,2,2,3,1,1,1,4,1
7466,5,1,131,1157,1,2447,1,2,2,6,2,2,1,2,1
7467,1,1,130,1158,2,2656,1,2,5,7,2,2,1,7,2
7467,1,3,130,1158,1,2656,1,2,5,7,2,2,1,7,2
7468,2,1,130,1158,1,2656,1,2,2,6,2,1,1,4,1
7469,3,1,130,1158,1,2656,1,2,2,4,1,2,2,3,1
7470,4,1,130,1158,0,2656,1,2,3,4,2,2,2,1,1
7471,5,1,130,1158,1,2656,1,2,2,3,2,1,2,1,1
7472,1,1,130,1159,3,2123,1,2,3,4,2,2,2,7,1
7473,3,1,130,1159,1,2123,1,2,1,3,1,2,1,1,1
7474,5,1,130,1159,5,2123,1,2,5,7,3,2,1,9,1
7475,1,1,131,1160,4,2511,1,2,2,5,2,1,1,4,1
7476,2,1,131,1160,1,2511,1,2,2,3,1,2,1,1,1
7477,3,1,131,1160,3,2511,1,2,2,3,1,1,1,4,1
7478,5,1,131,1160,4,2511,1,2,3,4,2,1,1,11,1
7479,1,1,131,1161,2,2428,1,2,2,4,1,2,2,4,1
7480,2,1,131,1161,3,2428,1,2,3,4,1,1,1,6,1
7481,3,1,131,1161,0,2428,1,2,1,4,1,2,2,1,1
7482,4,1,131,1161,2,2428,1,2,2,3,1,1,1,4,1
7483,5,1,131,1161,2,2428,1,2,2,3,1,1,1,4,1
7484,1,1,131,1162,2,2369,1,2,2,3,1,1,1,4,1
7485,2,1,131,1162,3,2369,1,2,2,3,1,1,2,3,1
7486,3,1,131,1162,2,2369,1,2,2,4,1,1,1,3,1
7487,4,1,131,1162,2,2369,1,2,2,3,1,1,1,3,1
7488,5,1,131,1162,1,2369,1,2,2,3,1,2,1,4,1
7489,1,1,131,1163,1,2290,1,2,2,3,1,2,1,3,1
7490,4,1,131,1163,1,2290,1,2,1,4,2,1,1,2,1
7491,5,1,131,1163,2,2290,1,2,3,4,2,1,1,4,1
7492,1,1,131,1164,2,2444,1,2,3,6,1,2,1,3,1
7493,2,1,131,1164,1,2444,1,2,2,3,1,2,1,4,1
7494,3,1,131,1164,1,2444,1,2,4,5,1,2,1,5,2
7494,3,2,131,1164,1,2444,1,2,4,5,1,2,1,5,2
7495,4,1,131,1164,4,2444,1,2,3,5,3,2,1,9,1
7496,5,1,131,1164,1,2444,1,2,2,3,1,1,1,3,1
7497,2,1,132,1165,1,2401,1,2,1,4,1,1,1,2,1
7498,3,1,132,1165,1,2401,1,2,1,5,2,1,1,1,1
7499,4,1,132,1165,1,2401,1,2,2,3,1,1,1,2,1
7500,5,1,132,1165,0,2401,1,2,3,4,1,2,1,1,1
7501,1,1,132,1166,0,2837,1,2,1,4,1,1,1,2,1
7502,2,1,132,1166,2,2837,1,2,3,6,1,1,1,5,1
7503,3,1,132,1166,2,2837,1,2,2,3,1,1,1,3,1
7504,5,1,132,1166,1,2837,1,2,2,3,1,1,1,2,1
7505,1,1,131,1167,2,2424,1,2,2,4,1,1,1,4,1
7506,2,1,131,1167,2,2424,1,2,3,5,1,1,1,3,1
7507,3,1,131,1167,2,2424,1,2,3,4,1,1,1,6,1
7508,5,1,131,1167,4,2424,1,2,3,4,1,1,1,8,1
7509,2,1,132,1168,1,2529,1,2,2,3,1,2,2,3,1
7510,3,1,132,1168,3,2529,1,2,2,4,1,1,1,6,1
7511,4,1,132,1168,2,2529,1,2,2,4,1,2,1,4,1
7512,5,1,132,1168,2,2529,1,2,2,4,1,1,1,4,1
7513,1,1,132,1169,3,2425,1,2,3,6,2,2,1,3,1
7514,2,1,132,1169,1,2425,1,2,2,6,1,1,1,5,1
7515,3,1,132,1169,2,2425,1,2,2,4,1,1,1,3,1
7516,4,1,132,1169,3,2425,1,2,3,4,1,1,1,4,1
7517,5,1,132,1169,1,2425,1,2,2,4,1,1,1,5,1
7518,1,1,131,1170,1,2269,1,2,1,3,1,2,1,3,1
7519,2,1,131,1170,2,2269,1,2,2,4,1,1,1,3,1
7520,3,1,131,1170,1,2269,1,2,2,3,1,1,1,3,1
7521,4,1,131,1170,1,2269,1,2,2,3,1,1,1,4,1
7522,5,1,131,1170,3,2269,1,2,4,6,1,2,1,5,1
7523,1,1,132,1171,1,2713,1,2,2,4,1,1,1,4,1
7524,2,1,132,1171,3,2713,1,2,2,3,1,2,2,10,1
7525,3,1,132,1171,1,2713,1,2,2,4,1,2,1,3,1
7526,4,1,132,1171,3,2713,1,2,3,4,1,1,1,4,1
7527,5,1,132,1171,1,2713,1,2,3,4,1,1,1,4,1
7528,1,1,132,1172,1,2494,1,2,2,5,1,1,1,4,1
7529,2,1,132,1172,1,2494,1,2,2,3,1,2,1,5,1
7530,3,1,132,1172,2,2494,1,2,2,3,1,1,1,4,1
7531,4,1,132,1172,1,2494,1,2,2,4,1,1,1,4,1
7532,5,1,132,1172,2,2494,1,2,2,4,1,1,1,4,1
7533,1,1,131,1173,1,2541,1,2,3,4,1,1,2,3,1
7534,2,1,131,1173,1,2541,1,2,2,3,1,2,1,6,1
7535,3,1,131,1173,1,2541,1,2,2,4,1,1,1,4,1
7536,4,1,131,1173,1,2541,1,2,1,3,1,1,2,1,1
7537,5,1,131,1173,2,2541,1,2,2,4,1,1,1,2,1
7538,1,1,130,1174,1,2155,1,2,2,2,1,1,2,4,1
7539,2,1,130,1174,1,2155,1,2,2,3,1,2,2,4,1
7540,3,1,130,1174,2,2155,1,2,1,2,1,2,1,2,1
7541,4,1,130,1174,2,2155,1,2,2,2,1,2,2,2,1
7542,5,1,130,1174,1,2155,1,2,2,2,1,1,1,4,1
7543,1,1,130,1175,1,2422,1,2,2,5,1,2,1,3,1
7544,2,1,130,1175,1,2422,1,2,1,2,1,2,2,1,1
7545,4,1,130,1175,2,2422,1,2,2,4,1,1,1,4,1
7546,5,1,130,1175,1,2422,1,2,2,5,1,2,1,3,1
7547,1,1,131,1176,1,2286,1,2,2,4,1,2,1,4,1
7548,2,1,131,1176,1,2286,1,2,3,4,1,1,1,5,1
7549,3,1,131,1176,2,2286,1,2,2,5,1,1,1,2,1
7550,4,1,131,1176,1,2286,1,2,1,5,1,1,1,1,1
7551,1,1,132,1177,1,3057,1,2,3,6,3,1,1,5,1
7552,4,1,132,1177,1,3057,1,2,3,4,4,1,1,4,1
7553,5,1,132,1177,2,3057,1,2,3,8,4,1,1,3,1
7554,1,1,130,1178,1,2355,1,2,1,2,1,2,1,1,1
7555,2,1,130,1178,1,2355,1,2,1,2,1,2,1,4,1
7556,3,1,130,1178,1,2355,1,2,4,6,3,1,1,5,1
7557,5,1,130,1178,2,2355,1,2,3,5,1,2,1,7,1
7558,1,1,130,1179,1,2439,1,2,3,5,1,1,1,5,1
7559,2,1,130,1179,3,2439,1,2,3,6,2,2,1,5,1
7560,3,1,130,1179,2,2439,1,2,3,6,1,2,1,5,1
7561,4,1,130,1179,2,2439,1,2,2,7,1,1,1,2,1
7562,1,1,131,1180,1,1806,1,2,1,2,1,1,2,2,1
7563,2,1,131,1180,0,1806,1,2,1,2,1,2,2,1,1
7564,3,1,131,1180,3,1806,1,2,3,7,3,1,1,6,1
7565,4,1,131,1180,1,1806,1,2,2,4,1,1,1,4,1
7566,5,1,131,1180,1,1806,1,2,2,4,1,1,1,3,1
7567,1,1,131,1181,1,2217,1,2,3,5,1,1,1,4,1
7568,2,1,131,1181,1,2217,1,2,3,5,2,2,1,5,1
7569,3,1,131,1181,4,2217,1,2,2,3,1,2,1,4,1
7570,4,1,131,1181,1,2217,1,2,3,4,1,1,1,5,1
7571,5,1,131,1181,3,2217,1,2,2,6,1,1,1,6,1
7572,1,1,131,1182,2,2274,1,2,2,5,1,1,1,6,1
7573,3,1,131,1182,3,2274,1,2,4,6,2,1,1,9,1
7574,4,1,131,1182,2,2274,1,2,3,8,1,1,1,4,1
7575,5,1,131,1182,2,2274,1,2,1,1,1,2,1,2,1
7576,1,1,131,1183,1,2159,1,2,2,6,1,2,1,2,1
7577,2,1,131,1183,1,2159,1,2,4,7,1,1,1,3,1
7578,3,1,131,1183,1,2159,1,2,2,5,1,1,1,4,1
7579,4,1,131,1183,0,2159,1,2,2,4,2,2,1,2,1
7580,5,1,131,1183,2,2159,1,2,3,5,1,2,1,4,1
7581,1,1,130,1184,1,2393,1,2,2,3,1,2,1,6,1
7582,2,1,130,1184,2,2393,1,2,2,5,1,2,1,6,1
7583,3,1,130,1184,1,2393,1,2,2,4,1,1,2,2,1
7584,4,1,130,1184,1,2393,1,2,2,4,1,1,1,4,1
7585,5,1,130,1184,3,2393,1,2,3,5,1,2,1,7,1
7586,1,1,131,1185,0,2353,1,2,3,5,1,2,1,1,1
7587,2,1,131,1185,0,2353,1,2,2,3,1,2,1,1,1
7588,3,1,131,1185,1,2353,1,2,2,4,1,2,1,1,1
7589,4,1,131,1185,2,2353,1,2,3,7,2,1,1,5,1
7590,5,1,131,1185,1,2353,1,2,3,6,2,1,1,2,1
7591,1,1,131,1186,1,2154,1,2,2,3,1,1,1,6,1
7592,2,1,131,1186,2,2154,1,2,1,5,1,2,1,3,1
7593,3,1,131,1186,1,2154,1,2,2,4,1,2,1,5,1
7594,4,1,131,1186,2,2154,1,2,2,6,2,2,1,4,1
7595,5,1,131,1186,1,2154,1,2,1,5,1,2,1,2,1
7596,1,1,131,1187,4,2111,1,2,5,11,2,1,1,7,1
7597,2,1,131,1187,0,2111,1,2,2,2,1,2,1,2,1
7598,3,1,131,1187,0,2111,1,2,3,4,2,2,2,1,1
7599,4,1,131,1187,1,2111,1,2,2,5,1,2,1,2,1
7600,5,1,131,1187,2,2111,1,2,4,5,2,1,1,8,1
7601,1,1,131,1188,2,2316,1,2,2,4,1,2,1,3,1
7602,2,1,131,1188,3,2316,1,2,2,4,1,1,1,6,1
7603,3,1,131,1188,1,2316,1,2,2,4,1,1,1,1,1
7604,4,1,131,1188,1,2316,1,2,2,4,1,1,1,4,1
7605,5,1,131,1188,2,2316,1,2,2,4,1,1,1,2,1
7606,2,1,132,1189,1,2471,1,2,2,4,1,1,1,5,1
7607,4,1,132,1189,3,2471,1,2,3,5,1,1,1,7,1
7608,5,1,132,1189,1,2471,1,2,2,6,1,1,1,1,1
7609,1,1,130,1190,1,2040,1,2,2,4,1,2,1,3,1
7610,2,1,130,1190,3,2040,1,2,1,2,1,2,2,3,1
7611,3,1,130,1190,2,2040,1,2,3,5,2,2,1,4,1
7612,5,1,130,1190,1,2040,1,2,2,4,2,2,1,2,1
7613,1,1,130,1191,2,2245,1,2,3,7,2,2,1,4,1
7614,2,1,130,1191,2,2245,1,2,3,5,2,1,1,4,1
7615,3,1,130,1191,1,2245,1,2,1,4,3,1,1,4,1
7616,4,1,130,1191,1,2245,1,2,3,4,2,1,1,3,1
7617,5,1,130,1191,2,2245,1,2,2,4,2,1,1,4,1
7618,1,1,131,1192,2,2040,1,2,2,5,2,2,1,2,1
7619,3,1,131,1192,4,2040,1,2,3,6,3,1,1,5,1
7620,4,1,131,1192,1,2040,1,2,2,4,1,1,1,4,1
7621,5,1,131,1192,0,2040,1,2,2,4,1,2,1,1,1
7622,1,1,131,1193,1,2407,1,2,2,6,2,2,1,3,1
7623,2,1,131,1193,0,2407,1,2,3,5,2,2,2,1,1
7624,3,1,131,1193,3,2407,1,2,3,5,2,1,1,3,1
7625,4,1,131,1193,2,2407,1,2,3,5,3,1,1,5,1
7626,1,1,131,1194,2,2320,1,2,2,5,1,2,1,4,1
7627,2,1,131,1194,0,2320,1,2,1,3,1,2,1,1,1
7628,3,1,131,1194,2,2320,1,2,2,3,1,1,1,4,1
7629,5,1,131,1194,1,2320,1,2,1,6,2,2,2,1,1
7630,1,1,130,1195,0,2466,1,2,1,2,1,2,2,1,1
7631,2,1,130,1195,4,2466,1,2,2,3,1,2,1,5,1
7632,3,1,130,1195,3,2466,1,2,2,3,1,1,1,5,1
7633,4,1,130,1195,3,2466,1,2,3,3,1,2,1,4,1
7634,5,1,130,1195,2,2466,1,2,3,5,2,1,1,7,1
7635,1,1,131,1196,4,2303,1,2,4,8,1,1,1,4,1
7636,3,1,131,1196,1,2303,1,2,2,3,1,2,1,1,1
7637,4,1,131,1196,3,2303,1,2,3,5,1,2,1,4,1
7638,5,1,131,1196,0,2303,1,2,2,4,1,2,2,1,1
7639,1,1,131,1197,1,2410,1,2,3,6,1,1,2,3,1
7640,2,1,131,1197,4,2410,1,2,2,5,1,2,1,7,1
7641,4,1,131,1197,1,2410,1,2,2,6,1,1,1,3,1
7642,1,1,130,1198,1,2438,1,2,3,5,1,2,1,2,1
7643,2,1,130,1198,1,2438,1,2,3,4,1,1,1,3,1
7644,3,1,130,1198,3,2438,1,2,3,7,2,1,1,5,1
7645,4,1,130,1198,1,2438,1,2,1,2,1,2,1,1,1
7646,5,1,130,1198,3,2438,1,2,4,5,2,1,1,9,1
7647,1,1,131,1199,1,2257,1,2,4,5,1,2,2,4,2
7647,1,2,131,1199,0,2257,1,2,4,5,1,2,2,4,2
7648,2,1,131,1199,2,2257,1,2,1,3,1,1,1,3,1
7649,3,1,131,1199,2,2257,1,2,3,6,1,2,1,3,1
7650,4,1,131,1199,0,2257,1,2,1,3,1,2,1,1,1
7651,5,1,131,1199,3,2257,1,2,3,5,1,1,1,3,1
7652,1,1,131,1200,4,2511,1,2,3,5,1,2,1,4,1
7653,2,1,131,1200,1,2511,1,2,2,4,1,2,1,2,1
7654,3,1,131,1200,4,2511,1,2,3,6,3,1,1,4,1
7655,4,1,131,1200,2,2511,1,2,1,3,1,1,1,2,1
7656,5,1,131,1200,1,2511,1,2,2,4,1,1,1,3,1
7657,1,1,131,1201,1,2491,1,2,3,5,1,1,1,4,1
7658,2,1,131,1201,2,2491,1,2,2,4,1,2,1,2,1
7659,3,1,131,1201,4,2491,1,2,3,3,1,1,1,8,1
7660,4,1,131,1201,2,2491,1,2,2,4,1,1,1,4,1
7661,5,1,131,1201,3,2491,1,2,3,3,1,2,1,5,1
7662,1,1,130,1202,2,2443,1,2,2,4,1,2,1,2,1
7663,4,1,130,1202,2,2443,1,2,2,4,2,1,1,3,1
7664,5,1,130,1202,0,2443,1,2,3,5,1,2,2,1,1
7665,1,1,130,1203,1,3179,1,2,1,2,1,2,2,1,1
7666,2,1,130,1203,4,3179,1,2,4,10,1,2,1,4,1
7667,3,1,130,1203,1,3179,1,2,1,3,1,2,2,1,1
7668,4,1,130,1203,1,3179,1,2,2,3,1,2,2,2,1
7669,5,1,130,1203,3,3179,1,2,1,3,1,2,1,5,1
7670,1,1,131,1204,1,2402,1,2,2,4,1,2,1,1,1
7671,2,1,131,1204,1,2402,1,2,3,4,1,1,1,3,1
7672,3,1,131,1204,3,2402,1,2,3,4,1,2,1,6,1
7673,4,1,131,1204,2,2402,1,2,2,3,1,2,2,3,1
7674,5,1,131,1204,1,2402,1,2,2,4,1,1,1,3,1
7675,1,1,132,1205,2,3102,1,2,3,4,2,1,1,4,1
7676,3,1,132,1205,2,3102,1,2,3,5,2,1,1,2,1
7677,4,1,132,1205,1,3102,1,2,2,6,3,1,1,3,1
7678,5,1,132,1205,2,3102,1,2,3,7,2,1,1,3,1
7679,1,1,131,1206,2,2491,1,2,4,5,2,2,1,5,1
7680,2,1,131,1206,1,2491,1,2,2,4,1,2,1,7,1
7681,3,1,131,1206,1,2491,1,2,3,5,2,2,2,4,1
7682,4,1,131,1206,2,2491,1,2,2,4,1,1,1,3,1
7683,5,1,131,1206,1,2491,1,2,1,5,1,2,2,1,1
7684,1,1,131,1207,3,2131,1,2,3,4,1,2,1,6,1
7685,2,1,131,1207,1,2131,1,2,2,4,1,2,2,1,1
7686,3,1,131,1207,1,2131,1,2,2,2,1,2,2,1,1
7687,4,1,131,1207,2,2131,1,2,2,4,2,1,1,4,1
7688,5,1,131,1207,2,2131,1,2,3,5,1,2,1,5,1
7689,1,1,132,1208,1,2301,1,2,2,5,2,1,1,3,1
7690,2,1,132,1208,3,2301,1,2,2,4,2,1,1,4,1
7691,3,1,132,1208,3,2301,1,2,2,4,1,1,1,4,1
7692,4,1,132,1208,3,2301,1,2,3,5,2,1,1,4,1
7693,5,1,132,1208,1,2301,1,2,3,5,1,1,1,4,1
7694,1,1,132,1209,2,2672,1,2,2,3,1,2,1,2,1
7695,2,1,132,1209,1,2672,1,2,2,3,1,1,1,2,1
7696,3,1,132,1209,1,2672,1,2,1,3,1,1,1,3,1
7697,4,1,132,1209,1,2672,1,2,2,3,1,1,2,6,1
7698,5,1,132,1209,2,2672,1,2,2,3,1,2,1,2,1
7699,1,1,132,1210,3,2694,1,2,2,3,1,2,1,4,1
7700,2,1,132,1210,4,2694,1,2,3,5,2,1,1,5,1
7701,3,1,132,1210,0,2694,1,2,2,4,1,1,1,2,1
7702,5,1,132,1210,1,2694,1,2,3,5,2,1,1,4,1
7703,2,1,132,1211,2,2553,1,2,4,7,2,1,1,5,1
7704,3,1,132,1211,1,2553,1,2,2,4,2,1,1,3,1
7705,1,1,132,1212,1,3818,1,2,2,2,1,1,1,3,1
7706,2,1,132,1212,1,3818,1,2,2,3,1,2,1,3,1
7707,3,1,132,1212,1,3818,1,2,2,3,1,1,1,4,1
7708,4,1,132,1212,1,3818,1,2,2,3,1,1,1,5,1
7709,5,1,132,1212,1,3818,1,2,1,3,1,2,2,4,1
7710,1,1,130,1213,1,2181,1,2,2,4,1,1,1,3,1
7711,3,1,130,1213,1,2181,1,2,2,3,1,2,1,3,1
7712,4,1,130,1213,1,2181,1,2,1,3,1,2,1,4,1
7713,5,1,130,1213,1,2181,1,2,3,5,1,2,2,2,1
7714,1,1,130,1214,2,2254,1,2,2,4,1,2,1,5,1
7715,2,1,130,1214,2,2254,1,2,2,3,1,1,2,3,1
7716,3,1,130,1214,1,2254,1,2,2,3,1,2,2,5,1
7717,4,1,130,1214,1,2254,1,2,2,3,1,1,1,5,1
7718,5,1,130,1214,1,2254,1,2,2,5,1,2,1,4,1
7719,1,1,130,1215,1,2797,1,2,1,2,1,2,2,5,1
7720,2,1,130,1215,1,2797,1,2,2,5,2,1,1,6,1
7721,3,1,130,1215,2,2797,1,2,2,4,2,2,1,4,1
7722,4,1,130,1215,0,2797,1,2,4,5,2,2,2,1,1
7723,5,1,130,1215,0,2797,1,2,1,4,2,2,2,1,1
7724,1,1,131,1216,0,2438,1,2,1,2,1,2,1,1,1
7725,2,1,131,1216,1,2438,1,2,2,3,2,1,1,4,1
7726,3,1,131,1216,2,2438,1,2,2,3,2,1,1,4,1
7727,4,1,131,1216,0,2438,1,2,3,5,1,1,1,2,1
7728,5,1,131,1216,0,2438,1,2,3,5,1,1,1,1,1
7729,2,1,132,1217,0,2715,1,2,2,4,2,1,1,1,1
7730,3,1,132,1217,1,2715,1,2,3,7,2,1,1,1,1
7731,4,1,132,1217,0,2715,1,2,1,7,1,2,2,2,1
7732,5,1,132,1217,1,2715,1,2,2,4,1,1,1,1,1
7733,1,1,130,1218,7,2337,1,2,4,12,2,1,1,11,1
7734,2,1,130,1218,2,2337,1,2,2,4,1,1,1,3,1
7735,4,1,130,1218,4,2337,1,2,3,5,1,2,1,7,1
7736,5,1,130,1218,1,2337,1,2,3,5,2,1,1,3,2
7736,5,2,130,1218,1,2337,1,2,3,5,2,1,1,3,2
7737,1,1,132,1219,1,2564,1,2,2,4,2,1,2,3,1
7738,2,1,132,1219,1,2564,1,2,3,4,4,1,1,1,1
7739,3,1,132,1219,1,2564,1,2,1,1,1,2,1,2,1
7740,5,1,132,1219,2,2564,1,2,2,5,2,1,1,3,1
7741,1,1,132,1220,1,2132,1,2,4,8,3,1,1,4,1
7742,5,1,132,1220,1,2132,1,2,2,4,1,1,1,1,1
7743,2,1,132,1221,0,1709,1,2,3,5,2,2,1,1,1
7744,3,1,132,1221,0,1709,1,2,3,6,2,1,1,3,1
7745,4,1,132,1221,1,1709,1,2,4,5,2,2,1,1,1
7746,1,1,132,1222,1,2694,1,2,3,5,1,1,1,2,1
7747,3,1,132,1222,2,2694,1,2,1,5,2,2,2,2,1
7748,4,1,132,1222,0,2694,1,2,1,7,2,2,1,1,1
