"VIV_SEL","TLOC","EST_DIS","UPM_DIS","P1_1","P1_2","UPM","FACTOR"
3,1,3,281,3,1,1000749,6429
4,1,3,281,1,1,1000749,6429
1,1,2,282,4,1,1000786,6255
2,1,2,282,2,1,1000786,6255
3,1,2,282,2,1,1000786,6255
4,1,2,282,5,1,1000786,6255
1,1,3,283,3,1,1000857,5883
3,1,3,283,2,1,1000857,5883
4,1,3,283,2,1,1000857,5883
5,1,3,283,3,1,1000857,5883
3,1,2,284,3,1,1000862,5788
4,1,2,284,5,1,1000862,5788
5,1,2,284,3,1,1000862,5788
1,1,3,285,3,1,1000961,5393
2,1,3,285,3,1,1000961,5393
3,1,3,285,4,1,1000961,5393
4,1,3,285,4,1,1000961,5393
5,1,3,285,4,1,1000961,5393
1,1,2,286,3,1,1000986,6452
2,1,2,286,8,2,1000986,6452
3,1,2,286,2,1,1000986,6452
4,1,2,286,1,1,1000986,6452
5,1,2,286,5,1,1000986,6452
1,1,3,287,5,1,1001055,6096
2,1,3,287,2,1,1001055,6096
3,1,3,287,1,1,1001055,6096
4,1,3,287,6,1,1001055,6096
2,1,3,288,1,1,1001115,4877
3,1,3,288,3,1,1001115,4877
4,1,3,288,4,1,1001115,4877
5,1,3,288,4,1,1001115,4877
1,1,2,289,5,1,1001133,6343
2,1,2,289,3,1,1001133,6343
3,1,2,289,4,1,1001133,6343
4,1,2,289,12,2,1001133,6343
5,1,2,289,3,1,1001133,6343
1,1,4,290,4,1,1001155,6929
2,1,4,290,3,1,1001155,6929
3,1,4,290,4,1,1001155,6929
1,1,2,291,2,1,1002182,6117
2,1,2,291,5,1,1002182,6117
4,1,2,291,4,1,1002182,6117
5,1,2,291,2,1,1002182,6117
2,1,4,292,6,1,1002196,6284
4,1,4,292,2,1,1002196,6284
5,1,4,292,4,1,1002196,6284
1,2,5,293,10,1,1002316,3883
2,2,5,293,2,1,1002316,3883
3,2,5,293,1,1,1002316,3883
5,2,5,293,2,1,1002316,3883
7,2,5,293,3,1,1002316,3883
8,2,5,293,8,1,1002316,3883
9,2,5,293,5,1,1002316,3883
11,2,5,293,1,1,1002316,3883
13,2,5,293,3,1,1002316,3883
14,2,5,293,4,1,1002316,3883
15,2,5,293,3,1,1002316,3883
18,2,5,293,2,1,1002316,3883
19,2,5,293,5,1,1002316,3883
20,2,5,293,4,2,1002316,3883
1,3,9,294,4,1,1003480,4037
2,3,9,294,4,1,1003480,4037
3,3,9,294,2,1,1003480,4037
4,3,9,294,4,1,1003480,4037
5,3,9,294,5,1,1003480,4037
7,3,9,294,3,1,1003480,4037
8,3,9,294,3,1,1003480,4037
9,3,9,294,3,1,1003480,4037
11,3,9,294,5,1,1003480,4037
12,3,9,294,3,1,1003480,4037
13,3,9,294,3,1,1003480,4037
14,3,9,294,2,1,1003480,4037
15,3,9,294,7,1,1003480,4037
16,3,9,294,3,1,1003480,4037
17,3,9,294,5,1,1003480,4037
18,3,9,294,4,1,1003480,4037
19,3,9,294,4,1,1003480,4037
20,3,9,294,4,1,1003480,4037
3,4,12,295,4,1,1060098,4176
4,4,12,295,5,1,1060098,4176
5,4,12,295,6,1,1060098,4176
6,4,12,295,3,1,1060098,4176
7,4,12,295,3,1,1060098,4176
8,4,12,295,2,1,1060098,4176
9,4,12,295,6,1,1060098,4176
10,4,12,295,3,1,1060098,4176
11,4,12,295,2,1,1060098,4176
12,4,12,295,6,1,1060098,4176
13,4,12,295,4,1,1060098,4176
14,4,12,295,4,1,1060098,4176
15,4,12,295,2,1,1060098,4176
16,4,12,295,7,1,1060098,4176
17,4,12,295,4,1,1060098,4176
18,4,12,295,2,1,1060098,4176
19,4,12,295,5,1,1060098,4176
20,4,12,295,1,1,1060098,4176
2,4,11,296,4,1,1060439,4176
4,4,11,296,8,1,1060439,4176
5,4,11,296,4,1,1060439,4176
6,4,11,296,6,1,1060439,4176
7,4,11,296,4,1,1060439,4176
11,4,11,296,4,1,1060439,4176
12,4,11,296,4,1,1060439,4176
14,4,11,296,9,1,1060439,4176
15,4,11,296,3,1,1060439,4176
16,4,11,296,1,1,1060439,4176
17,4,11,296,4,1,1060439,4176
18,4,11,296,2,1,1060439,4176
19,4,11,296,3,1,1060439,4176
20,4,11,296,5,1,1060439,4176
2,1,2,297,2,1,1102539,4747
3,1,2,297,2,1,1102539,4747
4,1,2,297,2,1,1102539,4747
5,1,2,297,2,1,1102539,4747
1,1,2,298,6,1,1102742,5618
2,1,2,298,4,1,1102742,5618
3,1,2,298,3,1,1102742,5618
4,1,2,298,3,1,1102742,5618
5,1,2,298,10,2,1102742,5618
1,1,3,299,4,1,1102868,5919
2,1,3,299,3,1,1102868,5919
3,1,3,299,2,1,1102868,5919
4,1,3,299,7,1,1102868,5919
5,1,3,299,5,1,1102868,5919
1,1,3,300,4,1,1102947,5574
2,1,3,300,5,2,1102947,5574
3,1,3,300,4,1,1102947,5574
5,1,3,300,5,1,1102947,5574
1,1,3,301,2,1,1103170,5482
2,1,3,301,3,1,1103170,5482
3,1,3,301,3,1,1103170,5482
4,1,3,301,1,1,1103170,5482
5,1,3,301,3,1,1103170,5482
1,1,2,302,1,1,1103232,6390
2,1,2,302,2,1,1103232,6390
3,1,2,302,4,1,1103232,6390
4,1,2,302,6,1,1103232,6390
5,1,2,302,4,1,1103232,6390
1,1,2,303,2,1,1103302,6130
2,1,2,303,9,2,1103302,6130
4,1,2,303,5,1,1103302,6130
5,1,2,303,5,1,1103302,6130
1,1,2,304,5,1,1103347,6447
2,1,2,304,5,1,1103347,6447
3,1,2,304,7,1,1103347,6447
4,1,2,304,2,1,1103347,6447
1,1,3,305,8,1,1103462,5537
2,1,3,305,3,1,1103462,5537
3,1,3,305,1,1,1103462,5537
4,1,3,305,4,1,1103462,5537
5,1,3,305,5,1,1103462,5537
1,1,3,306,4,1,1103680,5588
2,1,3,306,7,1,1103680,5588
3,1,3,306,4,1,1103680,5588
4,1,3,306,6,1,1103680,5588
5,1,3,306,4,1,1103680,5588
1,1,3,307,4,1,1104211,4852
2,1,3,307,8,2,1104211,4852
3,1,3,307,4,1,1104211,4852
4,1,3,307,5,1,1104211,4852
5,1,3,307,5,1,1104211,4852
1,1,2,308,4,1,1104412,6006
2,1,2,308,4,1,1104412,6006
3,1,2,308,5,1,1104412,6006
4,1,2,308,7,1,1104412,6006
5,1,2,308,3,1,1104412,6006
1,1,4,309,4,1,1104463,6996
2,1,4,309,2,1,1104463,6996
3,1,4,309,2,2,1104463,6996
4,1,4,309,4,1,1104463,6996
5,1,4,309,5,1,1104463,6996
1,1,2,310,4,1,1104612,5649
2,1,2,310,5,1,1104612,5649
3,1,2,310,5,1,1104612,5649
4,1,2,310,6,1,1104612,5649
5,1,2,310,4,1,1104612,5649
1,1,4,311,1,1,1104674,6557
3,1,4,311,3,1,1104674,6557
4,1,4,311,2,1,1104674,6557
5,1,4,311,1,1,1104674,6557
4,1,4,312,2,1,1104826,6340
5,1,4,312,3,1,1104826,6340
1,2,6,313,10,1,1105670,6629
2,2,6,313,5,1,1105670,6629
3,2,6,313,4,1,1105670,6629
4,2,6,313,3,1,1105670,6629
5,2,6,313,7,2,1105670,6629
6,2,6,313,4,1,1105670,6629
7,2,6,313,1,1,1105670,6629
8,2,6,313,4,1,1105670,6629
9,2,6,313,3,1,1105670,6629
11,2,6,313,1,1,1105670,6629
12,2,6,313,3,1,1105670,6629
13,2,6,313,7,1,1105670,6629
14,2,6,313,2,1,1105670,6629
15,2,6,313,2,1,1105670,6629
16,2,6,313,3,1,1105670,6629
17,2,6,313,3,1,1105670,6629
18,2,6,313,3,1,1105670,6629
20,2,6,313,1,1,1105670,6629
1,2,5,314,5,1,1106489,4393
2,2,5,314,2,1,1106489,4393
3,2,5,314,2,1,1106489,4393
4,2,5,314,4,1,1106489,4393
5,2,5,314,6,1,1106489,4393
6,2,5,314,5,1,1106489,4393
7,2,5,314,4,1,1106489,4393
8,2,5,314,2,1,1106489,4393
9,2,5,314,3,1,1106489,4393
10,2,5,314,2,1,1106489,4393
13,2,5,314,3,1,1106489,4393
14,2,5,314,1,1,1106489,4393
15,2,5,314,3,1,1106489,4393
17,2,5,314,6,1,1106489,4393
19,2,5,314,2,1,1106489,4393
20,2,5,314,4,1,1106489,4393
1,3,9,315,4,1,1108916,4788
2,3,9,315,2,1,1108916,4788
3,3,9,315,5,1,1108916,4788
4,3,9,315,2,1,1108916,4788
5,3,9,315,9,1,1108916,4788
6,3,9,315,4,1,1108916,4788
7,3,9,315,4,1,1108916,4788
8,3,9,315,6,1,1108916,4788
9,3,9,315,2,1,1108916,4788
10,3,9,315,4,1,1108916,4788
11,3,9,315,3,1,1108916,4788
12,3,9,315,5,1,1108916,4788
13,3,9,315,6,1,1108916,4788
15,3,9,315,2,1,1108916,4788
17,3,9,315,2,1,1108916,4788
18,3,9,315,3,1,1108916,4788
19,3,9,315,6,1,1108916,4788
20,3,9,315,9,1,1108916,4788
1,3,9,316,2,1,1108998,5000
2,3,9,316,7,1,1108998,5000
3,3,9,316,4,1,1108998,5000
4,3,9,316,4,1,1108998,5000
5,3,9,316,3,1,1108998,5000
6,3,9,316,4,1,1108998,5000
7,3,9,316,3,1,1108998,5000
8,3,9,316,5,1,1108998,5000
10,3,9,316,4,1,1108998,5000
11,3,9,316,2,1,1108998,5000
12,3,9,316,4,1,1108998,5000
13,3,9,316,4,1,1108998,5000
14,3,9,316,4,1,1108998,5000
15,3,9,316,3,1,1108998,5000
16,3,9,316,8,1,1108998,5000
18,3,9,316,4,1,1108998,5000
19,3,9,316,3,1,1108998,5000
20,3,9,316,8,2,1108998,5000
1,4,11,317,6,1,1160558,5230
2,4,11,317,6,1,1160558,5230
3,4,11,317,5,1,1160558,5230
5,4,11,317,4,1,1160558,5230
7,4,11,317,4,1,1160558,5230
8,4,11,317,4,1,1160558,5230
9,4,11,317,6,1,1160558,5230
10,4,11,317,2,1,1160558,5230
11,4,11,317,3,1,1160558,5230
12,4,11,317,4,1,1160558,5230
13,4,11,317,2,1,1160558,5230
14,4,11,317,4,1,1160558,5230
15,4,11,317,4,1,1160558,5230
16,4,11,317,5,1,1160558,5230
17,4,11,317,3,1,1160558,5230
18,4,11,317,4,1,1160558,5230
19,4,11,317,4,1,1160558,5230
2,4,12,318,4,1,1161109,4732
3,4,12,318,4,1,1161109,4732
4,4,12,318,2,1,1161109,4732
5,4,12,318,1,1,1161109,4732
6,4,12,318,2,1,1161109,4732
7,4,12,318,4,1,1161109,4732
8,4,12,318,4,1,1161109,4732
9,4,12,318,4,1,1161109,4732
11,4,12,318,3,1,1161109,4732
12,4,12,318,4,1,1161109,4732
13,4,12,318,3,1,1161109,4732
14,4,12,318,1,1,1161109,4732
15,4,12,318,3,1,1161109,4732
17,4,12,318,4,1,1161109,4732
19,4,12,318,4,1,1161109,4732
20,4,12,318,3,1,1161109,4732
1,4,12,319,2,1,1161141,3819
2,4,12,319,4,1,1161141,3819
3,4,12,319,5,1,1161141,3819
4,4,12,319,2,1,1161141,3819
5,4,12,319,6,1,1161141,3819
6,4,12,319,4,1,1161141,3819
7,4,12,319,2,1,1161141,3819
8,4,12,319,6,1,1161141,3819
9,4,12,319,4,1,1161141,3819
10,4,12,319,3,1,1161141,3819
11,4,12,319,3,1,1161141,3819
13,4,12,319,2,1,1161141,3819
15,4,12,319,2,1,1161141,3819
16,4,12,319,3,1,1161141,3819
17,4,12,319,3,1,1161141,3819
18,4,12,319,3,1,1161141,3819
19,4,12,319,8,1,1161141,3819
20,4,12,319,5,1,1161141,3819
1,4,11,320,4,1,1161820,4463
2,4,11,320,4,1,1161820,4463
3,4,11,320,5,1,1161820,4463
5,4,11,320,4,1,1161820,4463
6,4,11,320,3,1,1161820,4463
9,4,11,320,4,1,1161820,4463
10,4,11,320,2,1,1161820,4463
11,4,11,320,3,1,1161820,4463
13,4,11,320,5,1,1161820,4463
14,4,11,320,5,1,1161820,4463
15,4,11,320,4,1,1161820,4463
19,4,11,320,7,1,1161820,4463
20,4,11,320,3,1,1161820,4463
2,1,2,321,3,1,1200105,4727
3,1,2,321,5,1,1200105,4727
4,1,2,321,4,1,1200105,4727
5,1,2,321,3,1,1200105,4727
1,1,2,322,2,1,1200165,5744
2,1,2,322,2,1,1200165,5744
3,1,2,322,2,1,1200165,5744
5,1,2,322,2,1,1200165,5744
1,1,2,323,4,1,1200276,6253
3,1,2,323,3,1,1200276,6253
5,1,2,323,2,1,1200276,6253
1,1,2,324,6,1,1200407,5687
3,1,2,324,4,1,1200407,5687
4,1,2,324,2,1,1200407,5687
5,1,2,324,3,1,1200407,5687
2,1,3,325,3,1,1200446,5857
3,1,3,325,4,1,1200446,5857
4,1,3,325,5,1,1200446,5857
5,1,3,325,2,1,1200446,5857
1,1,2,326,5,1,1200554,4761
2,1,2,326,5,1,1200554,4761
3,1,2,326,3,1,1200554,4761
4,1,2,326,2,1,1200554,4761
5,1,2,326,5,1,1200554,4761
1,1,2,327,3,1,1200862,4126
2,1,2,327,5,1,1200862,4126
3,1,2,327,2,1,1200862,4126
4,1,2,327,1,1,1200862,4126
5,1,2,327,2,1,1200862,4126
1,1,2,328,3,1,1200934,6135
2,1,2,328,4,1,1200934,6135
3,1,2,328,5,1,1200934,6135
4,1,2,328,5,1,1200934,6135
1,1,1,329,6,1,1201138,6805
2,1,1,329,6,1,1201138,6805
4,1,1,329,6,1,1201138,6805
5,1,1,329,4,1,1201138,6805
1,1,1,330,5,1,1201184,6810
2,1,1,330,4,1,1201184,6810
3,1,1,330,5,1,1201184,6810
4,1,1,330,7,1,1201184,6810
5,1,1,330,4,1,1201184,6810
1,1,3,331,1,1,1201224,3863
4,1,3,331,2,1,1201224,3863
2,1,2,332,5,1,1201595,5305
4,1,2,332,3,1,1201595,5305
1,2,5,333,8,1,1203647,4721
4,2,5,333,5,1,1203647,4721
5,2,5,333,4,1,1203647,4721
6,2,5,333,4,1,1203647,4721
7,2,5,333,1,1,1203647,4721
8,2,5,333,9,1,1203647,4721
9,2,5,333,6,1,1203647,4721
10,2,5,333,1,1,1203647,4721
12,2,5,333,7,1,1203647,4721
14,2,5,333,2,1,1203647,4721
15,2,5,333,12,2,1203647,4721
16,2,5,333,3,1,1203647,4721
17,2,5,333,3,1,1203647,4721
18,2,5,333,1,1,1203647,4721
19,2,5,333,7,1,1203647,4721
1,3,9,334,3,1,1204316,3589
2,3,9,334,2,1,1204316,3589
3,3,9,334,4,1,1204316,3589
4,3,9,334,1,1,1204316,3589
5,3,9,334,8,2,1204316,3589
6,3,9,334,3,1,1204316,3589
7,3,9,334,1,1,1204316,3589
8,3,9,334,7,1,1204316,3589
9,3,9,334,7,1,1204316,3589
10,3,9,334,4,1,1204316,3589
11,3,9,334,5,1,1204316,3589
12,3,9,334,5,1,1204316,3589
13,3,9,334,5,1,1204316,3589
15,3,9,334,3,1,1204316,3589
16,3,9,334,2,1,1204316,3589
17,3,9,334,4,1,1204316,3589
18,3,9,334,2,1,1204316,3589
20,3,9,334,3,1,1204316,3589
1,3,8,335,2,1,1204693,5431
2,3,8,335,2,1,1204693,5431
3,3,8,335,1,1,1204693,5431
4,3,8,335,3,1,1204693,5431
7,3,8,335,4,1,1204693,5431
8,3,8,335,7,1,1204693,5431
10,3,8,335,3,1,1204693,5431
11,3,8,335,5,1,1204693,5431
12,3,8,335,4,1,1204693,5431
13,3,8,335,3,1,1204693,5431
14,3,8,335,4,1,1204693,5431
15,3,8,335,4,1,1204693,5431
16,3,8,335,3,1,1204693,5431
17,3,8,335,5,1,1204693,5431
18,3,8,335,2,1,1204693,5431
19,3,8,335,4,1,1204693,5431
20,3,8,335,4,1,1204693,5431
1,4,11,336,2,1,1260092,4087
2,4,11,336,4,1,1260092,4087
3,4,11,336,2,1,1260092,4087
5,4,11,336,5,1,1260092,4087
8,4,11,336,3,1,1260092,4087
9,4,11,336,3,1,1260092,4087
10,4,11,336,5,1,1260092,4087
11,4,11,336,1,1,1260092,4087
12,4,11,336,6,1,1260092,4087
13,4,11,336,4,1,1260092,4087
14,4,11,336,6,1,1260092,4087
15,4,11,336,5,1,1260092,4087
16,4,11,336,4,1,1260092,4087
18,4,11,336,4,1,1260092,4087
19,4,11,336,2,1,1260092,4087
20,4,11,336,1,1,1260092,4087
1,4,11,337,4,1,1260139,5992
2,4,11,337,3,1,1260139,5992
3,4,11,337,6,1,1260139,5992
4,4,11,337,6,1,1260139,5992
6,4,11,337,5,1,1260139,5992
7,4,11,337,7,1,1260139,5992
8,4,11,337,6,1,1260139,5992
9,4,11,337,3,1,1260139,5992
10,4,11,337,2,1,1260139,5992
11,4,11,337,4,1,1260139,5992
12,4,11,337,3,1,1260139,5992
13,4,11,337,4,1,1260139,5992
14,4,11,337,1,1,1260139,5992
15,4,11,337,6,1,1260139,5992
16,4,11,337,5,1,1260139,5992
17,4,11,337,2,1,1260139,5992
18,4,11,337,4,1,1260139,5992
19,4,11,337,2,1,1260139,5992
20,4,11,337,2,1,1260139,5992
1,4,11,338,5,1,1261149,4316
2,4,11,338,3,1,1261149,4316
3,4,11,338,8,1,1261149,4316
4,4,11,338,9,1,1261149,4316
5,4,11,338,4,1,1261149,4316
6,4,11,338,6,1,1261149,4316
7,4,11,338,3,1,1261149,4316
8,4,11,338,2,1,1261149,4316
10,4,11,338,3,1,1261149,4316
11,4,11,338,6,1,1261149,4316
12,4,11,338,3,1,1261149,4316
13,4,11,338,10,1,1261149,4316
14,4,11,338,2,1,1261149,4316
15,4,11,338,4,1,1261149,4316
17,4,11,338,3,1,1261149,4316
18,4,11,338,2,1,1261149,4316
19,4,11,338,2,1,1261149,4316
20,4,11,338,5,1,1261149,4316
1,4,11,339,3,1,1261339,5073
2,4,11,339,6,1,1261339,5073
3,4,11,339,9,1,1261339,5073
4,4,11,339,8,1,1261339,5073
5,4,11,339,7,1,1261339,5073
7,4,11,339,5,1,1261339,5073
8,4,11,339,7,1,1261339,5073
11,4,11,339,5,1,1261339,5073
12,4,11,339,7,1,1261339,5073
13,4,11,339,3,1,1261339,5073
15,4,11,339,4,1,1261339,5073
16,4,11,339,4,1,1261339,5073
17,4,11,339,5,1,1261339,5073
18,4,11,339,8,1,1261339,5073
19,4,11,339,4,1,1261339,5073
20,4,11,339,4,1,1261339,5073
2,1,2,340,4,1,1300078,5031
3,1,2,340,4,1,1300078,5031
4,1,2,340,6,1,1300078,5031
5,1,2,340,5,1,1300078,5031
1,1,3,341,5,1,1300141,4488
2,1,3,341,3,1,1300141,4488
3,1,3,341,4,1,1300141,4488
4,1,3,341,2,1,1300141,4488
5,1,3,341,4,1,1300141,4488
1,1,3,342,2,1,1300187,5622
2,1,3,342,2,1,1300187,5622
3,1,3,342,4,1,1300187,5622
4,1,3,342,3,1,1300187,5622
5,1,3,342,5,1,1300187,5622
1,1,4,343,4,1,1300238,4490
2,1,4,343,4,1,1300238,4490
3,1,4,343,7,1,1300238,4490
5,1,4,343,1,1,1300238,4490
1,1,2,344,2,1,1300279,6035
2,1,2,344,2,1,1300279,6035
3,1,2,344,6,1,1300279,6035
4,1,2,344,1,1,1300279,6035
5,1,2,344,2,1,1300279,6035
2,1,3,345,2,1,1300431,6417
3,1,3,345,3,1,1300431,6417
4,1,3,345,2,1,1300431,6417
5,1,3,345,3,1,1300431,6417
1,1,2,346,3,1,1300764,7123
2,1,2,346,2,1,1300764,7123
3,1,2,346,3,1,1300764,7123
4,1,2,346,3,1,1300764,7123
1,1,2,347,5,1,1300798,5712
2,1,2,347,3,1,1300798,5712
4,1,2,347,2,1,1300798,5712
5,1,2,347,4,1,1300798,5712
1,2,5,348,5,1,1301655,3661
2,2,5,348,6,1,1301655,3661
3,2,5,348,4,1,1301655,3661
4,2,5,348,6,1,1301655,3661
5,2,5,348,1,1,1301655,3661
6,2,5,348,4,1,1301655,3661
8,2,5,348,3,1,1301655,3661
9,2,5,348,4,1,1301655,3661
10,2,5,348,3,1,1301655,3661
11,2,5,348,1,1,1301655,3661
13,2,5,348,3,1,1301655,3661
15,2,5,348,5,1,1301655,3661
16,2,5,348,4,1,1301655,3661
17,2,5,348,3,1,1301655,3661
18,2,5,348,4,1,1301655,3661
20,2,5,348,2,1,1301655,3661
1,2,5,349,5,1,1301723,5063
2,2,5,349,4,1,1301723,5063
3,2,5,349,4,1,1301723,5063
4,2,5,349,3,1,1301723,5063
5,2,5,349,3,1,1301723,5063
6,2,5,349,1,1,1301723,5063
7,2,5,349,2,1,1301723,5063
8,2,5,349,6,1,1301723,5063
9,2,5,349,5,1,1301723,5063
10,2,5,349,4,1,1301723,5063
11,2,5,349,4,1,1301723,5063
12,2,5,349,2,1,1301723,5063
14,2,5,349,4,1,1301723,5063
15,2,5,349,2,1,1301723,5063
17,2,5,349,4,1,1301723,5063
18,2,5,349,2,1,1301723,5063
19,2,5,349,4,1,1301723,5063
20,2,5,349,5,1,1301723,5063
1,3,9,350,4,1,1302620,4760
3,3,9,350,5,1,1302620,4760
4,3,9,350,2,1,1302620,4760
5,3,9,350,5,1,1302620,4760
6,3,9,350,1,1,1302620,4760
7,3,9,350,6,1,1302620,4760
8,3,9,350,4,1,1302620,4760
9,3,9,350,4,1,1302620,4760
10,3,9,350,4,1,1302620,4760
11,3,9,350,5,1,1302620,4760
13,3,9,350,2,1,1302620,4760
15,3,9,350,1,1,1302620,4760
16,3,9,350,3,1,1302620,4760
17,3,9,350,4,1,1302620,4760
18,3,9,350,6,2,1302620,4760
19,3,9,350,1,1,1302620,4760
20,3,9,350,2,1,1302620,4760
1,3,9,351,1,1,1302686,4598
3,3,9,351,4,1,1302686,4598
4,3,9,351,3,1,1302686,4598
5,3,9,351,4,1,1302686,4598
6,3,9,351,4,1,1302686,4598
7,3,9,351,7,1,1302686,4598
8,3,9,351,3,1,1302686,4598
9,3,9,351,5,1,1302686,4598
10,3,9,351,3,1,1302686,4598
11,3,9,351,4,1,1302686,4598
12,3,9,351,1,1,1302686,4598
13,3,9,351,4,1,1302686,4598
14,3,9,351,5,1,1302686,4598
15,3,9,351,3,1,1302686,4598
16,3,9,351,1,1,1302686,4598
17,3,9,351,7,1,1302686,4598
18,3,9,351,3,1,1302686,4598
19,3,9,351,4,1,1302686,4598
20,3,9,351,7,1,1302686,4598
1,4,11,352,6,1,1360043,4932
2,4,11,352,5,1,1360043,4932
3,4,11,352,5,1,1360043,4932
4,4,11,352,6,1,1360043,4932
5,4,11,352,5,1,1360043,4932
6,4,11,352,6,1,1360043,4932
7,4,11,352,6,1,1360043,4932
8,4,11,352,3,1,1360043,4932
9,4,11,352,5,1,1360043,4932
10,4,11,352,7,1,1360043,4932
11,4,11,352,3,1,1360043,4932
12,4,11,352,5,1,1360043,4932
13,4,11,352,6,1,1360043,4932
14,4,11,352,2,1,1360043,4932
15,4,11,352,5,1,1360043,4932
16,4,11,352,4,1,1360043,4932
17,4,11,352,5,1,1360043,4932
20,4,11,352,6,1,1360043,4932
1,4,12,353,4,1,1360245,4994
4,4,12,353,3,1,1360245,4994
6,4,12,353,3,1,1360245,4994
8,4,12,353,2,1,1360245,4994
9,4,12,353,5,1,1360245,4994
11,4,12,353,5,1,1360245,4994
12,4,12,353,3,1,1360245,4994
13,4,12,353,3,1,1360245,4994
14,4,12,353,4,1,1360245,4994
16,4,12,353,3,1,1360245,4994
17,4,12,353,3,1,1360245,4994
18,4,12,353,5,1,1360245,4994
20,4,12,353,3,1,1360245,4994
1,4,12,354,7,1,1360268,3821
2,4,12,354,2,1,1360268,3821
3,4,12,354,3,1,1360268,3821
4,4,12,354,4,1,1360268,3821
5,4,12,354,5,2,1360268,3821
6,4,12,354,6,1,1360268,3821
7,4,12,354,4,1,1360268,3821
8,4,12,354,2,1,1360268,3821
9,4,12,354,2,1,1360268,3821
10,4,12,354,6,1,1360268,3821
11,4,12,354,1,1,1360268,3821
12,4,12,354,7,1,1360268,3821
13,4,12,354,6,1,1360268,3821
15,4,12,354,8,1,1360268,3821
17,4,12,354,1,1,1360268,3821
18,4,12,354,4,1,1360268,3821
19,4,12,354,5,1,1360268,3821
20,4,12,354,4,1,1360268,3821
3,4,11,355,3,1,1361028,5070
4,4,11,355,2,1,1361028,5070
5,4,11,355,3,1,1361028,5070
6,4,11,355,4,1,1361028,5070
7,4,11,355,2,1,1361028,5070
8,4,11,355,6,1,1361028,5070
9,4,11,355,4,1,1361028,5070
10,4,11,355,3,1,1361028,5070
11,4,11,355,3,1,1361028,5070
12,4,11,355,1,1,1361028,5070
13,4,11,355,4,1,1361028,5070
14,4,11,355,4,1,1361028,5070
16,4,11,355,4,1,1361028,5070
17,4,11,355,3,1,1361028,5070
18,4,11,355,10,2,1361028,5070
19,4,11,355,4,1,1361028,5070
20,4,11,355,2,1,1361028,5070
1,1,3,356,3,1,1400130,5873
2,1,3,356,4,1,1400130,5873
3,1,3,356,3,1,1400130,5873
4,1,3,356,2,1,1400130,5873
5,1,3,356,1,1,1400130,5873
2,1,3,357,4,1,1400336,6260
3,1,3,357,6,1,1400336,6260
1,1,3,358,6,1,1400349,5480
3,1,3,358,2,1,1400349,5480
4,1,3,358,4,1,1400349,5480
5,1,3,358,1,1,1400349,5480
1,1,3,359,3,1,1401165,5520
2,1,3,359,4,1,1401165,5520
3,1,3,359,12,2,1401165,5520
4,1,3,359,5,1,1401165,5520
5,1,3,359,4,1,1401165,5520
1,1,3,360,9,1,1402231,5682
2,1,3,360,4,1,1402231,5682
3,1,3,360,4,1,1402231,5682
4,1,3,360,4,1,1402231,5682
5,1,3,360,4,1,1402231,5682
2,1,2,361,2,1,1403833,4736
4,1,2,361,1,1,1403833,4736
5,1,2,361,4,2,1403833,4736
1,1,2,362,4,1,1403965,6063
2,1,2,362,5,1,1403965,6063
3,1,2,362,3,1,1403965,6063
4,1,2,362,3,1,1403965,6063
1,1,3,363,3,1,1404185,4696
4,1,3,363,2,1,1404185,4696
5,1,3,363,3,1,1404185,4696
1,1,2,364,9,1,1404650,6676
2,1,2,364,4,1,1404650,6676
4,1,2,364,6,1,1404650,6676
5,1,2,364,4,1,1404650,6676
1,1,2,365,4,1,1405000,5784
2,1,2,365,5,1,1405000,5784
3,1,2,365,5,1,1405000,5784
4,1,2,365,4,1,1405000,5784
5,1,2,365,3,1,1405000,5784
1,1,3,366,3,1,1405283,8898
2,1,3,366,5,1,1405283,8898
4,1,3,366,3,1,1405283,8898
5,1,3,366,2,1,1405283,8898
1,1,3,367,4,1,1405450,5170
3,1,3,367,7,1,1405450,5170
4,1,3,367,3,1,1405450,5170
5,1,3,367,8,1,1405450,5170
1,1,3,368,2,1,1405480,5599
2,1,2,369,4,1,1405985,7089
3,1,2,369,5,2,1405985,7089
4,1,2,369,3,1,1405985,7089
5,1,2,369,5,1,1405985,7089
1,1,2,370,2,1,1406964,7561
2,1,2,370,6,1,1406964,7561
4,1,2,370,3,1,1406964,7561
5,1,2,370,4,1,1406964,7561
2,1,4,371,3,1,1408183,7037
4,1,4,371,4,1,1408183,7037
5,1,4,371,2,1,1408183,7037
1,1,4,372,2,1,1408413,4532
2,1,4,372,2,1,1408413,4532
3,1,4,372,3,1,1408413,4532
4,1,4,372,4,1,1408413,4532
5,1,4,372,3,1,1408413,4532
1,1,3,373,4,1,1408937,5977
2,1,3,373,6,1,1408937,5977
3,1,3,373,6,1,1408937,5977
4,1,3,373,6,1,1408937,5977
5,1,3,373,4,1,1408937,5977
1,1,4,374,4,1,1409432,6557
5,1,4,374,5,1,1409432,6557
2,2,6,375,2,1,1411308,9060
3,2,6,375,5,1,1411308,9060
4,2,6,375,4,1,1411308,9060
5,2,6,375,2,1,1411308,9060
6,2,6,375,4,1,1411308,9060
7,2,6,375,6,1,1411308,9060
8,2,6,375,5,1,1411308,9060
9,2,6,375,3,1,1411308,9060
10,2,6,375,2,1,1411308,9060
12,2,6,375,5,1,1411308,9060
