"VIV_SEL","TLOC","REGION","EST_DIS","UPM_DIS","P1_1","P1_2","FAC_VIV","UPM"
13,3,3,73,891,5,1,7076,1413265
14,3,3,73,891,5,1,7076,1413265
15,3,3,73,891,10,1,7076,1413265
16,3,3,73,891,1,1,7076,1413265
17,3,3,73,891,2,1,7076,1413265
18,3,3,73,891,6,1,7076,1413265
19,3,3,73,891,5,1,7076,1413265
1,3,3,73,892,5,1,7019,1414716
2,3,3,73,892,5,1,7019,1414716
3,3,3,73,892,6,1,7019,1414716
4,3,3,73,892,3,1,7019,1414716
5,3,3,73,892,4,1,7019,1414716
6,3,3,73,892,2,1,7019,1414716
7,3,3,73,892,3,1,7019,1414716
8,3,3,73,892,4,1,7019,1414716
9,3,3,73,892,5,1,7019,1414716
10,3,3,73,892,3,1,7019,1414716
11,3,3,73,892,1,1,7019,1414716
12,3,3,73,892,5,1,7019,1414716
13,3,3,73,892,3,1,7019,1414716
14,3,3,73,892,1,1,7019,1414716
15,3,3,73,892,4,1,7019,1414716
16,3,3,73,892,5,1,7019,1414716
17,3,3,73,892,2,1,7019,1414716
18,3,3,73,892,2,1,7019,1414716
19,3,3,73,892,5,1,7019,1414716
20,3,3,73,892,5,1,7019,1414716
2,1,3,77,893,3,1,7537,1414851
3,1,3,77,893,3,1,7537,1414851
4,1,3,77,893,2,1,7537,1414851
5,1,3,77,893,2,1,7537,1414851
1,4,3,75,894,4,1,12431,1460303
3,4,3,75,894,4,1,12431,1460303
4,4,3,75,894,3,1,12431,1460303
5,4,3,75,894,6,1,12431,1460303
6,4,3,75,894,2,1,12431,1460303
7,4,3,75,894,8,1,12431,1460303
8,4,3,75,894,4,1,12431,1460303
9,4,3,75,894,3,1,12431,1460303
11,4,3,75,894,4,1,12431,1460303
12,4,3,75,894,1,1,12431,1460303
13,4,3,75,894,3,1,12431,1460303
14,4,3,75,894,5,1,12431,1460303
15,4,3,75,894,5,1,12431,1460303
16,4,3,75,894,2,1,12431,1460303
17,4,3,75,894,4,1,12431,1460303
18,4,3,75,894,6,1,12431,1460303
19,4,3,75,894,4,1,12431,1460303
20,4,3,75,894,4,1,12431,1460303
1,4,3,75,895,1,1,4496,1460355
3,4,3,75,895,3,1,4496,1460355
4,4,3,75,895,4,1,4496,1460355
5,4,3,75,895,4,1,4496,1460355
9,4,3,75,895,1,1,4496,1460355
10,4,3,75,895,4,1,4496,1460355
11,4,3,75,895,3,1,4496,1460355
12,4,3,75,895,4,1,4496,1460355
13,4,3,75,895,5,1,4496,1460355
14,4,3,75,895,2,1,4496,1460355
15,4,3,75,895,4,1,4496,1460355
17,4,3,75,895,1,1,4496,1460355
18,4,3,75,895,2,1,4496,1460355
19,4,3,75,895,4,1,4496,1460355
20,4,3,75,895,3,1,4496,1460355
1,1,5,81,896,6,1,12198,1500038
3,1,5,81,896,5,1,12198,1500038
4,1,5,81,896,2,1,12198,1500038
5,1,5,81,896,3,1,12198,1500038
4,1,5,83,897,3,1,16008,1500507
5,1,5,83,897,5,1,16008,1500507
1,1,5,82,898,5,1,11278,1500772
3,1,5,82,898,4,1,11278,1500772
4,1,5,82,898,2,1,11278,1500772
5,1,5,82,898,3,1,11278,1500772
1,1,5,82,899,2,1,10304,1501403
2,1,5,82,899,5,1,10304,1501403
3,1,5,82,899,4,1,10304,1501403
4,1,5,82,899,5,1,10304,1501403
5,1,5,82,899,6,1,10304,1501403
1,1,5,82,900,2,1,10734,1501701
2,1,5,82,900,2,1,10734,1501701
3,1,5,82,900,3,1,10734,1501701
4,1,5,82,900,3,1,10734,1501701
1,1,5,82,901,3,1,11269,1501702
3,1,5,82,901,3,1,11269,1501702
4,1,5,82,901,3,1,11269,1501702
5,1,5,82,901,4,1,11269,1501702
1,1,5,83,902,5,1,15305,1502195
2,1,5,83,902,4,1,15305,1502195
3,1,5,83,902,3,1,15305,1502195
4,1,5,83,902,6,1,15305,1502195
5,1,5,83,902,5,1,15305,1502195
1,1,5,83,903,2,1,15692,1502204
3,1,5,83,903,4,1,15692,1502204
4,1,5,83,903,5,1,15692,1502204
5,1,5,83,903,3,1,15692,1502204
1,1,5,81,904,9,1,11124,1502355
2,1,5,81,904,3,1,11124,1502355
3,1,5,81,904,7,1,11124,1502355
4,1,5,81,904,5,1,11124,1502355
5,1,5,81,904,1,1,11124,1502355
1,1,5,83,905,4,1,9691,1502612
2,1,5,83,905,2,1,9691,1502612
4,1,5,83,905,2,1,9691,1502612
5,1,5,83,905,4,1,9691,1502612
1,1,5,81,906,6,1,8914,1502747
3,1,5,81,906,1,1,8914,1502747
4,1,5,81,906,2,1,8914,1502747
5,1,5,81,906,7,1,8914,1502747
3,1,5,81,907,1,1,9966,1502813
4,1,5,81,907,3,1,9966,1502813
5,1,5,81,907,3,1,9966,1502813
1,1,5,81,908,5,1,7926,1502818
2,1,5,81,908,6,1,7926,1502818
3,1,5,81,908,4,1,7926,1502818
4,1,5,81,908,3,1,7926,1502818
5,1,5,81,908,4,1,7926,1502818
1,1,5,81,909,1,1,8942,1502998
2,1,5,81,909,7,1,8942,1502998
3,1,5,81,909,5,1,8942,1502998
4,1,5,81,909,3,1,8942,1502998
5,1,5,81,909,10,1,8942,1502998
1,1,5,81,910,2,1,10106,1503074
2,1,5,81,910,5,1,10106,1503074
3,1,5,81,910,5,1,10106,1503074
4,1,5,81,910,2,1,10106,1503074
5,1,5,81,910,1,1,10106,1503074
1,1,5,81,911,1,1,9929,1503088
2,1,5,81,911,1,1,9929,1503088
3,1,5,81,911,6,1,9929,1503088
4,1,5,81,911,2,1,9929,1503088
5,1,5,81,911,5,1,9929,1503088
2,1,5,81,912,3,1,8941,1503588
3,1,5,81,912,6,1,8941,1503588
4,1,5,81,912,2,1,8941,1503588
1,1,5,81,913,6,1,9242,1503600
2,1,5,81,913,4,1,9242,1503600
3,1,5,81,913,3,1,9242,1503600
4,1,5,81,913,2,1,9242,1503600
5,1,5,81,913,3,1,9242,1503600
1,1,5,81,914,5,1,10108,1503669
2,1,5,81,914,4,1,10108,1503669
3,1,5,81,914,2,1,10108,1503669
4,1,5,81,914,5,1,10108,1503669
1,1,5,81,915,4,1,9409,1503740
2,1,5,81,915,6,1,9409,1503740
3,1,5,81,915,4,1,9409,1503740
4,1,5,81,915,2,1,9409,1503740
5,1,5,81,915,4,1,9409,1503740
1,1,5,81,916,4,1,10786,1503857
2,1,5,81,916,3,1,10786,1503857
3,1,5,81,916,6,1,10786,1503857
4,1,5,81,916,4,1,10786,1503857
5,1,5,81,916,1,1,10786,1503857
1,1,5,82,917,3,1,9555,1504126
2,1,5,82,917,1,1,9555,1504126
3,1,5,82,917,2,1,9555,1504126
4,1,5,82,917,2,1,9555,1504126
5,1,5,82,917,5,1,9555,1504126
1,1,5,82,918,2,1,9598,1504245
2,1,5,82,918,6,1,9598,1504245
3,1,5,82,918,4,1,9598,1504245
4,1,5,82,918,3,1,9598,1504245
5,1,5,82,918,6,1,9598,1504245
1,1,5,81,919,4,1,6789,1504825
2,1,5,81,919,4,1,6789,1504825
4,1,5,81,919,1,1,6789,1504825
1,1,5,82,920,3,1,10366,1505068
2,1,5,82,920,4,1,10366,1505068
4,1,5,82,920,2,1,10366,1505068
5,1,5,82,920,5,2,10366,1505068
1,1,5,82,921,3,1,9994,1505311
2,1,5,82,921,2,1,9994,1505311
3,1,5,82,921,1,1,9994,1505311
4,1,5,82,921,4,1,9994,1505311
5,1,5,82,921,6,2,9994,1505311
2,1,5,81,922,2,1,8769,1505416
3,1,5,81,922,5,1,8769,1505416
4,1,5,81,922,2,1,8769,1505416
5,1,5,81,922,2,1,8769,1505416
1,1,5,82,923,4,1,11306,1505501
2,1,5,82,923,2,1,11306,1505501
3,1,5,82,923,3,1,11306,1505501
4,1,5,82,923,4,1,11306,1505501
5,1,5,82,923,2,1,11306,1505501
1,1,5,82,924,5,1,11142,1505880
2,1,5,82,924,3,1,11142,1505880
3,1,5,82,924,2,1,11142,1505880
4,1,5,82,924,5,2,11142,1505880
5,1,5,82,924,2,1,11142,1505880
1,1,5,81,925,1,1,8132,1505955
3,1,5,81,925,5,1,8132,1505955
4,1,5,81,925,2,1,8132,1505955
5,1,5,81,925,5,1,8132,1505955
1,1,5,81,926,4,1,8998,1506594
3,1,5,81,926,6,1,8998,1506594
1,1,5,82,927,2,1,11966,1506795
2,1,5,82,927,2,1,11966,1506795
3,1,5,82,927,1,1,11966,1506795
4,1,5,82,927,2,1,11966,1506795
5,1,5,82,927,8,1,11966,1506795
1,1,5,81,928,2,1,10032,1506879
2,1,5,81,928,5,1,10032,1506879
3,1,5,81,928,2,1,10032,1506879
4,1,5,81,928,1,1,10032,1506879
1,1,5,81,929,3,1,12469,1507774
2,1,5,81,929,9,1,12469,1507774
3,1,5,81,929,6,1,12469,1507774
4,1,5,81,929,3,1,12469,1507774
5,1,5,81,929,3,1,12469,1507774
1,1,5,81,930,3,1,10286,1508344
2,1,5,81,930,5,1,10286,1508344
3,1,5,81,930,4,1,10286,1508344
4,1,5,81,930,6,1,10286,1508344
1,1,5,83,931,5,1,15571,1508468
2,1,5,83,931,4,1,15571,1508468
3,1,5,83,931,2,1,15571,1508468
4,1,5,83,931,2,1,15571,1508468
5,1,5,83,931,4,1,15571,1508468
1,1,5,81,932,2,1,10339,1509005
2,1,5,81,932,5,1,10339,1509005
3,1,5,81,932,2,1,10339,1509005
4,1,5,81,932,2,1,10339,1509005
5,1,5,81,932,2,1,10339,1509005
1,1,5,81,933,3,1,7975,1509074
2,1,5,81,933,1,1,7975,1509074
3,1,5,81,933,5,1,7975,1509074
4,1,5,81,933,5,1,7975,1509074
5,1,5,81,933,2,1,7975,1509074
1,1,5,81,934,4,1,9829,1509459
2,1,5,81,934,2,1,9829,1509459
3,1,5,81,934,4,1,9829,1509459
4,1,5,81,934,1,1,9829,1509459
5,1,5,81,934,3,1,9829,1509459
1,1,5,81,935,2,1,7334,1509480
2,1,5,81,935,1,1,7334,1509480
3,1,5,81,935,6,1,7334,1509480
4,1,5,81,935,4,1,7334,1509480
5,1,5,81,935,1,1,7334,1509480
1,1,5,81,936,3,1,8720,1509606
2,1,5,81,936,5,1,8720,1509606
3,1,5,81,936,3,1,8720,1509606
4,1,5,81,936,3,1,8720,1509606
5,1,5,81,936,5,1,8720,1509606
2,1,5,81,937,1,1,7166,1510813
3,1,5,81,937,7,1,7166,1510813
4,1,5,81,937,1,1,7166,1510813
5,1,5,81,937,4,1,7166,1510813
1,1,5,81,938,4,1,8234,1511633
2,1,5,81,938,1,1,8234,1511633
3,1,5,81,938,6,1,8234,1511633
4,1,5,81,938,2,1,8234,1511633
5,1,5,81,938,5,1,8234,1511633
1,1,5,81,939,2,1,10093,1512494
3,1,5,81,939,4,1,10093,1512494
4,1,5,81,939,3,1,10093,1512494
5,1,5,81,939,2,1,10093,1512494
1,1,5,82,940,1,1,11165,1512648
4,1,5,82,940,1,1,11165,1512648
5,1,5,82,940,3,1,11165,1512648
1,1,5,81,941,5,1,12284,1513110
2,1,5,81,941,5,1,12284,1513110
3,1,5,81,941,1,1,12284,1513110
5,1,5,81,941,3,1,12284,1513110
2,1,5,83,942,2,1,10005,1513761
3,1,5,83,942,2,1,10005,1513761
4,1,5,83,942,2,1,10005,1513761
5,1,5,83,942,2,1,10005,1513761
1,1,5,82,943,2,1,10574,1514322
2,1,5,82,943,4,1,10574,1514322
3,1,5,82,943,2,1,10574,1514322
5,1,5,82,943,4,1,10574,1514322
1,1,5,81,944,2,1,8296,1514492
2,1,5,81,944,3,1,8296,1514492
3,1,5,81,944,4,1,8296,1514492
5,1,5,81,944,1,1,8296,1514492
1,1,5,81,945,5,1,9131,1515099
2,1,5,81,945,3,1,9131,1515099
3,1,5,81,945,5,1,9131,1515099
4,1,5,81,945,2,1,9131,1515099
5,1,5,81,945,7,1,9131,1515099
1,1,5,81,946,3,1,9201,1515531
2,1,5,81,946,4,1,9201,1515531
3,1,5,81,946,2,1,9201,1515531
4,1,5,81,946,4,1,9201,1515531
5,1,5,81,946,6,1,9201,1515531
1,1,5,81,947,4,1,10336,1516495
2,1,5,81,947,3,1,10336,1516495
3,1,5,81,947,4,1,10336,1516495
4,1,5,81,947,4,1,10336,1516495
5,1,5,81,947,5,1,10336,1516495
2,1,5,82,948,4,1,10743,1516509
3,1,5,82,948,4,1,10743,1516509
5,1,5,82,948,3,1,10743,1516509
1,1,5,83,949,6,1,14022,1516941
2,1,5,83,949,5,1,14022,1516941
3,1,5,83,949,4,1,14022,1516941
4,1,5,83,949,3,1,14022,1516941
5,1,5,83,949,3,1,14022,1516941
1,1,5,82,950,5,1,9797,1517149
2,1,5,82,950,3,1,9797,1517149
3,1,5,82,950,3,1,9797,1517149
4,1,5,82,950,12,1,9797,1517149
5,1,5,82,950,7,1,9797,1517149
1,1,5,81,951,2,1,9929,1517184
2,1,5,81,951,5,1,9929,1517184
4,1,5,81,951,5,1,9929,1517184
5,1,5,81,951,3,1,9929,1517184
1,1,5,81,952,4,1,8183,1517227
2,1,5,81,952,4,1,8183,1517227
3,1,5,81,952,2,1,8183,1517227
4,1,5,81,952,5,1,8183,1517227
1,1,5,83,953,2,1,15982,1517550
2,1,5,83,953,5,1,15982,1517550
4,1,5,83,953,1,1,15982,1517550
5,1,5,83,953,3,1,15982,1517550
1,1,5,82,954,4,1,11747,1518148
2,1,5,82,954,2,1,11747,1518148
3,1,5,82,954,2,1,11747,1518148
4,1,5,82,954,2,1,11747,1518148
5,1,5,82,954,4,1,11747,1518148
1,1,5,81,955,4,1,8848,1518697
2,1,5,81,955,4,1,8848,1518697
4,1,5,81,955,1,1,8848,1518697
5,1,5,81,955,2,1,8848,1518697
1,1,5,81,956,3,1,11103,1519386
2,1,5,81,956,5,1,11103,1519386
3,1,5,81,956,2,1,11103,1519386
4,1,5,81,956,2,1,11103,1519386
5,1,5,81,956,4,1,11103,1519386
1,1,5,81,957,2,1,8231,1519593
2,1,5,81,957,2,1,8231,1519593
3,1,5,81,957,3,1,8231,1519593
4,1,5,81,957,3,1,8231,1519593
5,1,5,81,957,5,1,8231,1519593
1,2,5,79,958,5,1,15902,1520248
2,2,5,79,958,3,1,15902,1520248
3,2,5,79,958,4,1,15902,1520248
5,2,5,79,958,2,1,15902,1520248
6,2,5,79,958,3,1,15902,1520248
7,2,5,79,958,4,1,15902,1520248
8,2,5,79,958,6,1,15902,1520248
9,2,5,79,958,4,1,15902,1520248
10,2,5,79,958,1,1,15902,1520248
11,2,5,79,958,4,1,15902,1520248
12,2,5,79,958,8,1,15902,1520248
13,2,5,79,958,4,1,15902,1520248
14,2,5,79,958,4,1,15902,1520248
15,2,5,79,958,6,1,15902,1520248
16,2,5,79,958,1,1,15902,1520248
17,2,5,79,958,2,1,15902,1520248
18,2,5,79,958,2,1,15902,1520248
1,2,5,81,959,4,1,11270,1520427
2,2,5,81,959,3,1,11270,1520427
3,2,5,81,959,2,1,11270,1520427
4,2,5,81,959,4,1,11270,1520427
1,2,5,82,960,3,1,8429,1520676
2,2,5,82,960,2,1,8429,1520676
3,2,5,82,960,3,1,8429,1520676
4,2,5,82,960,1,1,8429,1520676
5,2,5,82,960,4,1,8429,1520676
1,2,5,83,961,2,1,16335,1521444
2,2,5,83,961,3,1,16335,1521444
3,2,5,83,961,2,1,16335,1521444
4,2,5,83,961,4,1,16335,1521444
1,2,5,81,962,4,1,9984,1521787
2,2,5,81,962,5,1,9984,1521787
4,2,5,81,962,1,1,9984,1521787
5,2,5,81,962,3,1,9984,1521787
1,2,5,81,963,5,1,9476,1521807
2,2,5,81,963,4,1,9476,1521807
3,2,5,81,963,4,1,9476,1521807
4,2,5,81,963,2,1,9476,1521807
2,2,5,81,964,7,1,10798,1522330
3,2,5,81,964,5,1,10798,1522330
4,2,5,81,964,1,1,10798,1522330
3,2,5,83,965,1,1,14908,1523285
4,2,5,83,965,1,1,14908,1523285
5,2,5,83,965,4,1,14908,1523285
1,2,5,81,966,5,1,10415,1523790
2,2,5,81,966,4,1,10415,1523790
3,2,5,81,966,2,1,10415,1523790
4,2,5,81,966,7,1,10415,1523790
5,2,5,81,966,3,1,10415,1523790
2,3,5,79,967,3,1,8704,1524104
3,3,5,79,967,4,1,8704,1524104
4,3,5,79,967,3,1,8704,1524104
6,3,5,79,967,1,1,8704,1524104
7,3,5,79,967,1,1,8704,1524104
9,3,5,79,967,5,1,8704,1524104
10,3,5,79,967,4,1,8704,1524104
12,3,5,79,967,3,1,8704,1524104
13,3,5,79,967,4,1,8704,1524104
16,3,5,79,967,4,1,8704,1524104
18,3,5,79,967,3,1,8704,1524104
19,3,5,79,967,2,1,8704,1524104
20,3,5,79,967,5,1,8704,1524104
1,3,5,81,968,4,1,13550,1524407
2,3,5,81,968,6,2,13550,1524407
3,3,5,81,968,4,1,13550,1524407
4,3,5,81,968,5,1,13550,1524407
5,3,5,81,968,5,1,13550,1524407
1,3,5,81,969,2,1,10336,1524491
2,3,5,81,969,4,1,10336,1524491
3,3,5,81,969,2,1,10336,1524491
4,3,5,81,969,5,1,10336,1524491
5,3,5,81,969,4,1,10336,1524491
1,3,5,81,970,4,1,15050,1524727
2,3,5,81,970,1,1,15050,1524727
4,3,5,81,970,4,1,15050,1524727
1,3,5,81,971,2,1,14211,1526028
3,3,5,81,971,5,1,14211,1526028
4,3,5,81,971,5,1,14211,1526028
5,3,5,81,971,4,1,14211,1526028
1,3,5,79,972,6,1,18272,1526413
2,3,5,79,972,3,1,18272,1526413
3,3,5,79,972,6,1,18272,1526413
5,3,5,79,972,4,1,18272,1526413
6,3,5,79,972,4,1,18272,1526413
7,3,5,79,972,5,1,18272,1526413
8,3,5,79,972,7,1,18272,1526413
9,3,5,79,972,4,1,18272,1526413
10,3,5,79,972,2,2,18272,1526413
11,3,5,79,972,6,1,18272,1526413
12,3,5,79,972,9,2,18272,1526413
13,3,5,79,972,4,1,18272,1526413
14,3,5,79,972,2,1,18272,1526413
15,3,5,79,972,3,1,18272,1526413
16,3,5,79,972,2,1,18272,1526413
17,3,5,79,972,6,1,18272,1526413
18,3,5,79,972,5,1,18272,1526413
19,3,5,79,972,3,1,18272,1526413
20,3,5,79,972,4,1,18272,1526413
1,1,5,83,973,6,1,15107,1528024
2,1,5,83,973,4,1,15107,1528024
3,1,5,83,973,4,1,15107,1528024
4,1,5,83,973,3,1,15107,1528024
5,1,5,83,973,4,1,15107,1528024
1,1,5,83,974,4,1,11060,1528415
2,1,5,83,974,2,1,11060,1528415
3,1,5,83,974,2,1,11060,1528415
4,1,5,83,974,2,1,11060,1528415
5,1,5,83,974,5,1,11060,1528415
1,4,5,80,975,3,1,10018,1560706
2,4,5,80,975,4,1,10018,1560706
3,4,5,80,975,2,1,10018,1560706
4,4,5,80,975,3,1,10018,1560706
5,4,5,80,975,3,1,10018,1560706
6,4,5,80,975,6,1,10018,1560706
9,4,5,80,975,1,1,10018,1560706
10,4,5,80,975,6,1,10018,1560706
11,4,5,80,975,5,1,10018,1560706
12,4,5,80,975,5,1,10018,1560706
14,4,5,80,975,2,1,10018,1560706
15,4,5,80,975,5,1,10018,1560706
16,4,5,80,975,6,1,10018,1560706
17,4,5,80,975,5,1,10018,1560706
18,4,5,80,975,7,2,10018,1560706
19,4,5,80,975,4,1,10018,1560706
20,4,5,80,975,3,1,10018,1560706
1,4,5,80,976,2,1,8426,1561335
2,4,5,80,976,1,1,8426,1561335
3,4,5,80,976,1,1,8426,1561335
4,4,5,80,976,1,1,8426,1561335
5,4,5,80,976,6,1,8426,1561335
6,4,5,80,976,2,1,8426,1561335
7,4,5,80,976,3,1,8426,1561335
8,4,5,80,976,6,1,8426,1561335
10,4,5,80,976,4,1,8426,1561335
11,4,5,80,976,7,2,8426,1561335
12,4,5,80,976,3,1,8426,1561335
13,4,5,80,976,4,1,8426,1561335
14,4,5,80,976,4,1,8426,1561335
15,4,5,80,976,2,1,8426,1561335
16,4,5,80,976,5,1,8426,1561335
17,4,5,80,976,4,1,8426,1561335
18,4,5,80,976,7,1,8426,1561335
19,4,5,80,976,2,1,8426,1561335
20,4,5,80,976,6,1,8426,1561335
1,4,5,80,977,5,1,10578,1562168
2,4,5,80,977,4,1,10578,1562168
6,4,5,80,977,9,1,10578,1562168
7,4,5,80,977,7,1,10578,1562168
8,4,5,80,977,7,1,10578,1562168
9,4,5,80,977,7,1,10578,1562168
10,4,5,80,977,5,1,10578,1562168
11,4,5,80,977,4,1,10578,1562168
12,4,5,80,977,7,1,10578,1562168
13,4,5,80,977,6,1,10578,1562168
14,4,5,80,977,7,1,10578,1562168
15,4,5,80,977,6,1,10578,1562168
16,4,5,80,977,1,1,10578,1562168
17,4,5,80,977,4,1,10578,1562168
18,4,5,80,977,5,1,10578,1562168
19,4,5,80,977,5,1,10578,1562168
20,4,5,80,977,5,1,10578,1562168
1,1,3,87,978,2,1,5167,1600036
2,1,3,87,978,4,1,5167,1600036
3,1,3,87,978,4,1,5167,1600036
4,1,3,87,978,1,1,5167,1600036
5,1,3,87,978,2,1,5167,1600036
1,1,3,88,979,3,2,6311,1600116
2,1,3,88,979,2,1,6311,1600116
3,1,3,88,979,1,1,6311,1600116
4,1,3,88,979,7,2,6311,1600116
5,1,3,88,979,1,1,6311,1600116
1,1,3,88,980,2,1,5683,1600694
2,1,3,88,980,2,1,5683,1600694
4,1,3,88,980,4,1,5683,1600694
5,1,3,88,980,2,1,5683,1600694
1,1,3,88,981,3,1,5679,1600741
2,1,3,88,981,1,1,5679,1600741
3,1,3,88,981,3,1,5679,1600741
4,1,3,88,981,2,1,5679,1600741
3,1,3,89,982,1,1,8265,1600796
4,1,3,89,982,1,1,8265,1600796
1,1,3,88,983,3,1,5725,1600924
2,1,3,88,983,4,1,5725,1600924
4,1,3,88,983,1,1,5725,1600924
5,1,3,88,983,3,1,5725,1600924
4,1,3,87,984,1,1,5512,1601078
5,1,3,87,984,3,1,5512,1601078
1,1,3,89,985,2,1,6598,1601496
2,1,3,89,985,2,1,6598,1601496
3,1,3,89,985,5,1,6598,1601496
5,1,3,89,985,2,1,6598,1601496
1,1,3,87,986,6,1,5578,1601628
2,1,3,87,986,5,1,5578,1601628
3,1,3,87,986,6,1,5578,1601628
4,1,3,87,986,5,1,5578,1601628
5,1,3,87,986,6,1,5578,1601628
1,1,3,87,987,5,1,4997,1601708
2,1,3,87,987,4,1,4997,1601708
3,1,3,87,987,4,1,4997,1601708
4,1,3,87,987,4,1,4997,1601708
5,1,3,87,987,2,1,4997,1601708
1,1,3,88,988,1,1,5481,1601769
2,1,3,88,988,4,1,5481,1601769
3,1,3,88,988,4,1,5481,1601769
4,1,3,88,988,1,1,5481,1601769
5,1,3,88,988,7,1,5481,1601769
1,1,3,87,989,4,1,3909,1601784
2,1,3,87,989,1,1,3909,1601784
3,1,3,87,989,6,1,3909,1601784
4,1,3,87,989,3,1,3909,1601784
5,1,3,87,989,1,1,3909,1601784
1,1,3,87,990,3,1,6178,1602027
2,1,3,87,990,4,2,6178,1602027
3,1,3,87,990,5,1,6178,1602027
4,1,3,87,990,4,1,6178,1602027
5,1,3,87,990,5,1,6178,1602027
1,1,3,87,991,1,1,4795,1602476
2,1,3,87,991,3,1,4795,1602476
3,1,3,87,991,1,1,4795,1602476
4,1,3,87,991,4,1,4795,1602476
5,1,3,87,991,1,1,4795,1602476
1,1,3,88,992,5,1,4742,1602477
2,1,3,88,992,2,1,4742,1602477
4,1,3,88,992,2,1,4742,1602477
5,1,3,88,992,3,1,4742,1602477
1,2,3,84,993,3,1,3927,1602939
2,2,3,84,993,5,1,3927,1602939
3,2,3,84,993,6,1,3927,1602939
4,2,3,84,993,5,1,3927,1602939
5,2,3,84,993,1,1,3927,1602939
6,2,3,84,993,3,1,3927,1602939
7,2,3,84,993,6,1,3927,1602939
8,2,3,84,993,1,1,3927,1602939
9,2,3,84,993,2,1,3927,1602939
10,2,3,84,993,3,1,3927,1602939
11,2,3,84,993,4,1,3927,1602939
12,2,3,84,993,2,1,3927,1602939
13,2,3,84,993,4,1,3927,1602939
14,2,3,84,993,4,1,3927,1602939
15,2,3,84,993,5,1,3927,1602939
16,2,3,84,993,4,1,3927,1602939
17,2,3,84,993,1,1,3927,1602939
18,2,3,84,993,4,1,3927,1602939
19,2,3,84,993,4,1,3927,1602939
20,2,3,84,993,4,1,3927,1602939
1,2,3,87,994,3,1,4798,1603192
2,2,3,87,994,2,1,4798,1603192
3,2,3,87,994,3,1,4798,1603192
4,2,3,87,994,3,1,4798,1603192
5,2,3,87,994,7,1,4798,1603192
1,2,3,84,995,3,1,4062,1604160
2,2,3,84,995,1,1,4062,1604160
3,2,3,84,995,1,1,4062,1604160
5,2,3,84,995,3,1,4062,1604160
6,2,3,84,995,3,1,4062,1604160
7,2,3,84,995,3,1,4062,1604160
9,2,3,84,995,2,1,4062,1604160
10,2,3,84,995,2,1,4062,1604160
11,2,3,84,995,3,1,4062,1604160
12,2,3,84,995,4,1,4062,1604160
13,2,3,84,995,4,1,4062,1604160
15,2,3,84,995,2,1,4062,1604160
16,2,3,84,995,3,1,4062,1604160
17,2,3,84,995,4,1,4062,1604160
18,2,3,84,995,5,1,4062,1604160
19,2,3,84,995,4,1,4062,1604160
20,2,3,84,995,3,1,4062,1604160
2,2,3,84,996,6,1,3408,1604274
3,2,3,84,996,3,1,3408,1604274
4,2,3,84,996,1,1,3408,1604274
5,2,3,84,996,2,1,3408,1604274
7,2,3,84,996,4,1,3408,1604274
8,2,3,84,996,4,1,3408,1604274
9,2,3,84,996,5,1,3408,1604274
10,2,3,84,996,1,1,3408,1604274
11,2,3,84,996,2,1,3408,1604274
12,2,3,84,996,2,1,3408,1604274
13,2,3,84,996,6,1,3408,1604274
15,2,3,84,996,2,1,3408,1604274
16,2,3,84,996,6,1,3408,1604274
17,2,3,84,996,4,1,3408,1604274
18,2,3,84,996,3,1,3408,1604274
19,2,3,84,996,2,1,3408,1604274
20,2,3,84,996,5,1,3408,1604274
1,2,3,84,997,3,1,3902,1604318
2,2,3,84,997,2,1,3902,1604318
3,2,3,84,997,2,1,3902,1604318
4,2,3,84,997,3,1,3902,1604318
5,2,3,84,997,6,1,3902,1604318
6,2,3,84,997,11,1,3902,1604318
7,2,3,84,997,4,1,3902,1604318
8,2,3,84,997,3,1,3902,1604318
9,2,3,84,997,5,1,3902,1604318
10,2,3,84,997,2,1,3902,1604318
11,2,3,84,997,6,1,3902,1604318
12,2,3,84,997,5,1,3902,1604318
13,2,3,84,997,4,1,3902,1604318
14,2,3,84,997,4,1,3902,1604318
15,2,3,84,997,4,1,3902,1604318
16,2,3,84,997,6,1,3902,1604318
17,2,3,84,997,3,1,3902,1604318
18,2,3,84,997,4,2,3902,1604318
19,2,3,84,997,6,1,3902,1604318
20,2,3,84,997,3,1,3902,1604318
1,3,3,84,998,5,1,2667,1605019
2,3,3,84,998,5,1,2667,1605019
3,3,3,84,998,1,1,2667,1605019
4,3,3,84,998,2,1,2667,1605019
5,3,3,84,998,9,2,2667,1605019
6,3,3,84,998,4,1,2667,1605019
7,3,3,84,998,2,1,2667,1605019
8,3,3,84,998,5,1,2667,1605019
9,3,3,84,998,4,1,2667,1605019
10,3,3,84,998,5,1,2667,1605019
11,3,3,84,998,5,1,2667,1605019
12,3,3,84,998,3,1,2667,1605019
13,3,3,84,998,3,1,2667,1605019
14,3,3,84,998,5,1,2667,1605019
15,3,3,84,998,2,1,2667,1605019
16,3,3,84,998,5,1,2667,1605019
17,3,3,84,998,3,1,2667,1605019
18,3,3,84,998,4,1,2667,1605019
19,3,3,84,998,4,1,2667,1605019
20,3,3,84,998,2,1,2667,1605019
1,3,3,84,999,4,1,2957,1605202
2,3,3,84,999,1,1,2957,1605202
3,3,3,84,999,2,1,2957,1605202
4,3,3,84,999,4,1,2957,1605202
5,3,3,84,999,4,1,2957,1605202
