UPM,VIV_SEL,P1_1,P1_2,P1_3,TLOC,EST_DIS,UPM_DIS,FACTOR
1601670,01,03,1,,1,002,00419,05325
1601670,03,03,1,,1,002,00419,05325
1601670,04,04,1,,1,002,00419,05325
1603498,02,04,1,,2,005,00420,03821
1603498,03,05,1,,2,005,00420,03821
1603498,04,02,1,,2,005,00420,03821
1603498,05,02,1,,2,005,00420,03821
1603498,06,05,1,,2,005,00420,03821
1603498,07,04,1,,2,005,00420,03821
1603498,08,04,1,,2,005,00420,03821
1603498,09,05,1,,2,005,00420,03821
1603498,10,06,1,,2,005,00420,03821
1603498,11,02,1,,2,005,00420,03821
1603498,12,03,1,,2,005,00420,03821
1603498,15,01,1,,2,005,00420,03821
1603498,16,04,1,,2,005,00420,03821
1603498,17,04,1,,2,005,00420,03821
1603498,18,04,1,,2,005,00420,03821
1603498,19,04,1,,2,005,00420,03821
1603498,20,03,1,,2,005,00420,03821
1605334,01,03,1,,3,008,00421,04490
1605334,02,05,1,,3,008,00421,04490
1605334,03,04,1,,3,008,00421,04490
1605334,04,08,2,02,3,008,00421,04490
1605334,05,02,1,,3,008,00421,04490
1605334,06,08,1,,3,008,00421,04490
1605334,08,06,1,,3,008,00421,04490
1605334,09,02,1,,3,008,00421,04490
1605334,10,03,1,,3,008,00421,04490
1605334,11,03,1,,3,008,00421,04490
1605334,12,04,1,,3,008,00421,04490
1605334,13,02,1,,3,008,00421,04490
1605334,14,06,1,,3,008,00421,04490
1605334,15,07,1,,3,008,00421,04490
1605334,16,05,1,,3,008,00421,04490
1605334,17,04,1,,3,008,00421,04490
1605334,18,05,1,,3,008,00421,04490
1605334,19,01,1,,3,008,00421,04490
1605334,20,03,1,,3,008,00421,04490
1605673,01,04,1,,3,009,00422,04804
1605673,02,08,1,,3,009,00422,04804
1605673,03,05,1,,3,009,00422,04804
1605673,04,05,1,,3,009,00422,04804
1605673,05,05,1,,3,009,00422,04804
1605673,06,03,1,,3,009,00422,04804
1605673,07,05,1,,3,009,00422,04804
1605673,08,04,1,,3,009,00422,04804
1605673,09,06,1,,3,009,00422,04804
1605673,10,05,1,,3,009,00422,04804
1605673,11,04,1,,3,009,00422,04804
1605673,12,01,1,,3,009,00422,04804
1605673,14,01,1,,3,009,00422,04804
1605673,15,05,1,,3,009,00422,04804
1605673,16,07,1,,3,009,00422,04804
1605673,17,06,1,,3,009,00422,04804
1605673,18,02,1,,3,009,00422,04804
1605673,19,06,1,,3,009,00422,04804
1605673,20,02,1,,3,009,00422,04804
1606035,01,04,1,,3,009,00423,03897
1606035,02,03,1,,3,009,00423,03897
1606035,03,01,1,,3,009,00423,03897
1606035,04,04,1,,3,009,00423,03897
1606035,05,06,1,,3,009,00423,03897
1606035,06,09,1,,3,009,00423,03897
1606035,07,04,1,,3,009,00423,03897
1606035,08,03,1,,3,009,00423,03897
1606035,09,09,2,02,3,009,00423,03897
1606035,10,01,1,,3,009,00423,03897
1606035,11,04,1,,3,009,00423,03897
1606035,12,01,1,,3,009,00423,03897
1606035,13,08,1,,3,009,00423,03897
1606035,14,04,1,,3,009,00423,03897
1606035,15,04,1,,3,009,00423,03897
1606035,16,03,1,,3,009,00423,03897
1606035,17,09,1,,3,009,00423,03897
1606035,18,02,1,,3,009,00423,03897
1606035,19,05,1,,3,009,00423,03897
1660236,01,04,1,,4,012,00424,04907
1660236,03,01,1,,4,012,00424,04907
1660236,04,06,1,,4,012,00424,04907
1660236,05,02,1,,4,012,00424,04907
1660236,06,07,1,,4,012,00424,04907
1660236,07,05,1,,4,012,00424,04907
1660236,08,05,1,,4,012,00424,04907
1660236,10,02,1,,4,012,00424,04907
1660236,11,03,1,,4,012,00424,04907
1660236,12,04,1,,4,012,00424,04907
1660236,13,08,1,,4,012,00424,04907
1660236,14,05,1,,4,012,00424,04907
1660236,16,03,1,,4,012,00424,04907
1660236,17,04,1,,4,012,00424,04907
1660236,18,05,1,,4,012,00424,04907
1660236,19,05,1,,4,012,00424,04907
1660236,20,04,1,,4,012,00424,04907
1660584,03,03,1,,4,011,00425,05180
1660584,04,02,1,,4,011,00425,05180
1660584,06,05,1,,4,011,00425,05180
1660584,07,03,1,,4,011,00425,05180
1660584,08,02,1,,4,011,00425,05180
1660584,09,04,1,,4,011,00425,05180
1660584,13,05,1,,4,011,00425,05180
1660584,15,09,1,,4,011,00425,05180
1660584,16,05,1,,4,011,00425,05180
1660584,17,02,1,,4,011,00425,05180
1660584,18,03,1,,4,011,00425,05180
1660584,19,06,1,,4,011,00425,05180
1660785,03,05,1,,4,011,00426,05072
1660785,04,03,1,,4,011,00426,05072
1660785,05,04,1,,4,011,00426,05072
1660785,06,05,1,,4,011,00426,05072
1660785,07,05,1,,4,011,00426,05072
1660785,08,08,2,02,4,011,00426,05072
1660785,09,06,1,,4,011,00426,05072
1660785,10,06,1,,4,011,00426,05072
1660785,11,07,1,,4,011,00426,05072
1660785,12,06,1,,4,011,00426,05072
1660785,13,05,1,,4,011,00426,05072
1660785,14,05,1,,4,011,00426,05072
1660785,15,04,1,,4,011,00426,05072
1660785,16,13,2,02,4,011,00426,05072
1660785,18,06,1,,4,011,00426,05072
1660785,19,13,1,,4,011,00426,05072
1660785,20,04,1,,4,011,00426,05072
1661647,01,01,1,,4,012,00427,04683
1661647,02,03,1,,4,012,00427,04683
1661647,03,08,1,,4,012,00427,04683
1661647,04,04,1,,4,012,00427,04683
1661647,05,06,1,,4,012,00427,04683
1661647,06,09,1,,4,012,00427,04683
1661647,07,02,1,,4,012,00427,04683
1661647,08,02,1,,4,012,00427,04683
1661647,09,05,1,,4,012,00427,04683
1661647,10,04,1,,4,012,00427,04683
1661647,11,06,1,,4,012,00427,04683
1661647,12,15,1,,4,012,00427,04683
1661647,13,02,1,,4,012,00427,04683
1661647,14,05,1,,4,012,00427,04683
1661647,15,03,1,,4,012,00427,04683
1661647,16,05,1,,4,012,00427,04683
1661647,17,05,1,,4,012,00427,04683
1661647,18,03,1,,4,012,00427,04683
1661647,19,04,1,,4,012,00427,04683
1661647,20,04,1,,4,012,00427,04683
1700042,01,02,1,,1,003,00428,06015
1700042,02,01,1,,1,003,00428,06015
1700042,03,02,1,,1,003,00428,06015
1700042,04,05,1,,1,003,00428,06015
1700042,05,03,1,,1,003,00428,06015
1700280,01,04,1,,1,002,00429,05291
1700280,02,02,1,,1,002,00429,05291
1700280,03,01,1,,1,002,00429,05291
1700280,04,04,1,,1,002,00429,05291
1700280,05,05,1,,1,002,00429,05291
1700460,01,04,1,,1,002,00430,05045
1700460,02,03,1,,1,002,00430,05045
1700460,03,02,1,,1,002,00430,05045
1700460,04,02,1,,1,002,00430,05045
1700481,01,04,1,,1,004,00431,05534
1700481,02,02,1,,1,004,00431,05534
1700481,03,04,1,,1,004,00431,05534
1700481,04,03,1,,1,004,00431,05534
1700481,05,02,1,,1,004,00431,05534
1700612,01,05,1,,1,003,00432,03312
1700612,02,03,1,,1,003,00432,03312
1700612,03,06,1,,1,003,00432,03312
1700612,05,06,1,,1,003,00432,03312
1700766,01,04,1,,1,002,00433,05621
1700766,02,08,2,02,1,002,00433,05621
1700766,03,04,1,,1,002,00433,05621
1700766,04,03,1,,1,002,00433,05621
1700888,01,03,1,,1,002,00434,04991
1700888,02,03,1,,1,002,00434,04991
1700888,03,04,1,,1,002,00434,04991
1700888,04,04,1,,1,002,00434,04991
1700888,05,03,1,,1,002,00434,04991
1701015,01,04,1,,1,002,00435,05809
1701015,03,01,1,,1,002,00435,05809
1701015,05,04,1,,1,002,00435,05809
1701022,01,03,1,,1,002,00436,05884
1701022,02,02,1,,1,002,00436,05884
1701022,03,04,1,,1,002,00436,05884
1701022,04,03,1,,1,002,00436,05884
1701022,05,06,1,,1,002,00436,05884
1701205,01,02,1,,1,003,00437,05352
1701205,02,04,1,,1,003,00437,05352
1701205,03,05,1,,1,003,00437,05352
1701205,04,06,1,,1,003,00437,05352
1701205,05,02,1,,1,003,00437,05352
1701286,01,06,1,,1,002,00438,06005
1701286,02,04,1,,1,002,00438,06005
1701286,03,04,1,,1,002,00438,06005
1701286,04,03,1,,1,002,00438,06005
1701286,05,05,1,,1,002,00438,06005
1701300,02,02,1,,1,002,00439,05824
1701300,04,07,1,,1,002,00439,05824
1701314,02,02,1,,1,003,00440,04311
1701314,03,02,1,,1,003,00440,04311
1701314,05,03,1,,1,003,00440,04311
1701316,01,03,1,,1,002,00441,06305
1701316,02,04,1,,1,002,00441,06305
1701316,03,02,1,,1,002,00441,06305
1701316,05,13,1,,1,002,00441,06305
1701462,01,05,1,,1,003,00442,04678
1701462,02,05,1,,1,003,00442,04678
1701462,05,03,1,,1,003,00442,04678
1701470,02,02,1,,1,002,00443,05790
1701470,03,04,1,,1,002,00443,05790
1701470,04,03,1,,1,002,00443,05790
1701470,05,03,1,,1,002,00443,05790
1701491,01,02,1,,1,003,00444,05838
1701491,02,04,1,,1,003,00444,05838
1701491,03,04,2,02,1,003,00444,05838
1701491,04,02,1,,1,003,00444,05838
1701491,05,02,1,,1,003,00444,05838
1701638,01,04,1,,1,003,00445,04917
1701638,02,04,1,,1,003,00445,04917
1701638,03,02,1,,1,003,00445,04917
1701638,04,05,1,,1,003,00445,04917
1701638,05,03,1,,1,003,00445,04917
1701719,01,06,1,,2,005,00446,04571
1701719,02,03,1,,2,005,00446,04571
1701719,05,02,1,,2,005,00446,04571
1701719,06,05,1,,2,005,00446,04571
1701719,07,03,1,,2,005,00446,04571
1701719,09,01,1,,2,005,00446,04571
1701719,10,03,1,,2,005,00446,04571
1701719,11,02,1,,2,005,00446,04571
1701719,12,04,1,,2,005,00446,04571
1701719,13,03,2,02,2,005,00446,04571
1701719,14,07,2,02,2,005,00446,04571
1701719,16,04,1,,2,005,00446,04571
1701719,17,02,1,,2,005,00446,04571
1701719,18,03,1,,2,005,00446,04571
1701719,19,03,1,,2,005,00446,04571
1701719,20,06,1,,2,005,00446,04571
1702474,01,01,1,,2,005,00447,03872
1702474,02,07,1,,2,005,00447,03872
1702474,03,05,2,02,2,005,00447,03872
1702474,06,05,1,,2,005,00447,03872
1702474,07,05,1,,2,005,00447,03872
1702474,08,02,1,,2,005,00447,03872
1702474,09,04,1,,2,005,00447,03872
1702474,10,02,1,,2,005,00447,03872
1702474,11,04,1,,2,005,00447,03872
1702474,12,10,2,02,2,005,00447,03872
1702474,13,05,1,,2,005,00447,03872
1702474,16,02,1,,2,005,00447,03872
1702474,17,03,1,,2,005,00447,03872
1702474,18,06,1,,2,005,00447,03872
1702474,19,01,1,,2,005,00447,03872
1702474,20,01,1,,2,005,00447,03872
1703304,01,02,1,,3,009,00448,02830
1703304,03,04,1,,3,009,00448,02830
1703304,04,03,1,,3,009,00448,02830
1703304,05,06,1,,3,009,00448,02830
1703304,06,05,1,,3,009,00448,02830
1703304,07,04,1,,3,009,00448,02830
1703304,08,04,1,,3,009,00448,02830
1703304,09,02,1,,3,009,00448,02830
1703304,10,01,1,,3,009,00448,02830
1703304,11,04,1,,3,009,00448,02830
1703304,12,01,1,,3,009,00448,02830
1703304,13,02,1,,3,009,00448,02830
1703304,14,06,1,,3,009,00448,02830
1703304,15,01,1,,3,009,00448,02830
1703304,16,03,1,,3,009,00448,02830
1703304,17,04,1,,3,009,00448,02830
1703304,18,05,1,,3,009,00448,02830
1703304,19,02,1,,3,009,00448,02830
1703304,20,05,1,,3,009,00448,02830
1703519,01,02,1,,1,004,00449,05286
1703519,02,04,2,02,1,004,00449,05286
1703519,03,05,2,02,1,004,00449,05286
1703519,05,02,1,,1,004,00449,05286
1703568,01,04,1,,1,003,00450,04387
1703568,02,03,1,,1,003,00450,04387
1703568,03,02,1,,1,003,00450,04387
1703568,04,02,1,,1,003,00450,04387
1703568,05,04,1,,1,003,00450,04387
1760235,02,05,1,,4,012,00451,03367
1760235,05,03,1,,4,012,00451,03367
1760235,06,08,2,02,4,012,00451,03367
1760235,07,04,1,,4,012,00451,03367
1760235,08,03,1,,4,012,00451,03367
1760235,09,08,1,,4,012,00451,03367
1760235,10,07,1,,4,012,00451,03367
1760235,11,09,1,,4,012,00451,03367
1760235,12,07,1,,4,012,00451,03367
1760235,13,05,1,,4,012,00451,03367
1760235,14,04,1,,4,012,00451,03367
1760235,15,04,1,,4,012,00451,03367
1760235,16,01,1,,4,012,00451,03367
1760235,17,05,1,,4,012,00451,03367
1760235,18,02,1,,4,012,00451,03367
1760235,19,03,1,,4,012,00451,03367
1760235,20,02,1,,4,012,00451,03367
1760342,01,06,1,,4,011,00452,04511
1760342,02,04,1,,4,011,00452,04511
1760342,03,01,1,,4,011,00452,04511
1760342,04,08,1,,4,011,00452,04511
1760342,06,02,1,,4,011,00452,04511
1760342,07,02,1,,4,011,00452,04511
1760342,08,03,1,,4,011,00452,04511
1760342,10,04,1,,4,011,00452,04511
1760342,11,08,1,,4,011,00452,04511
1760342,12,03,1,,4,011,00452,04511
1760342,13,04,1,,4,011,00452,04511
1760342,14,03,1,,4,011,00452,04511
1760342,15,05,1,,4,011,00452,04511
1760342,17,05,1,,4,011,00452,04511
1760342,18,01,1,,4,011,00452,04511
1760342,19,03,1,,4,011,00452,04511
1760342,20,05,1,,4,011,00452,04511
1800020,01,04,1,,1,003,00453,05393
1800020,02,01,1,,1,003,00453,05393
1800020,03,03,1,,1,003,00453,05393
1800020,04,03,1,,1,003,00453,05393
1800020,05,04,1,,1,003,00453,05393
1800053,01,07,1,,1,002,00454,04565
1800053,03,09,1,,1,002,00454,04565
1800053,04,07,2,02,1,002,00454,04565
1800053,05,04,1,,1,002,00454,04565
1800198,01,02,1,,1,003,00455,05632
1800198,02,03,1,,1,003,00455,05632
1800198,03,02,1,,1,003,00455,05632
1800198,04,01,1,,1,003,00455,05632
1800198,05,04,1,,1,003,00455,05632
1800227,01,04,1,,1,004,00456,05987
1800227,02,02,1,,1,004,00456,05987
1800227,04,04,1,,1,004,00456,05987
1800227,05,03,1,,1,004,00456,05987
1800414,01,04,1,,1,002,00457,06140
1800414,02,03,1,,1,002,00457,06140
1800414,03,05,1,,1,002,00457,06140
1800414,04,04,1,,1,002,00457,06140
1800420,01,04,1,,1,003,00458,04705
1800420,02,03,1,,1,003,00458,04705
1800420,03,03,1,,1,003,00458,04705
1800420,05,02,1,,1,003,00458,04705
1800563,01,05,1,,1,004,00459,06120
1800563,02,06,2,02,1,004,00459,06120
1800563,03,05,1,,1,004,00459,06120
1800563,04,03,1,,1,004,00459,06120
1800563,05,04,1,,1,004,00459,06120
1800709,01,04,1,,1,003,00460,05321
1800709,02,01,1,,1,003,00460,05321
1800709,03,04,1,,1,003,00460,05321
1800709,04,06,1,,1,003,00460,05321
1800709,05,04,1,,1,003,00460,05321
1800712,01,03,1,,1,003,00461,05829
1800712,02,03,1,,1,003,00461,05829
1800712,03,05,1,,1,003,00461,05829
1800712,04,05,1,,1,003,00461,05829
1800712,05,09,1,,1,003,00461,05829
1800718,01,02,1,,1,003,00462,05636
1800718,02,03,1,,1,003,00462,05636
1800718,03,06,1,,1,003,00462,05636
1800718,04,04,1,,1,003,00462,05636
1800718,05,05,1,,1,003,00462,05636
1800719,01,01,1,,1,003,00463,05561
1800719,02,04,1,,1,003,00463,05561
1800719,03,03,1,,1,003,00463,05561
1800719,04,02,1,,1,003,00463,05561
1800913,01,05,1,,1,004,00464,09863
1800913,02,04,1,,1,004,00464,09863
1800913,03,04,1,,1,004,00464,09863
1800913,05,04,1,,1,004,00464,09863
1800918,01,04,1,,1,002,00465,04683
1800918,02,04,1,,1,002,00465,04683
1800918,03,04,1,,1,002,00465,04683
1800918,05,04,1,,1,002,00465,04683
1800938,01,05,1,,1,002,00466,05592
1800938,02,02,1,,1,002,00466,05592
1800938,03,03,1,,1,002,00466,05592
1800938,05,01,1,,1,002,00466,05592
1800954,01,05,1,,1,002,00467,04731
1800954,03,02,1,,1,002,00467,04731
1800954,04,06,1,,1,002,00467,04731
1800954,05,08,1,,1,002,00467,04731
1801011,01,05,1,,1,002,00468,04621
1801011,02,05,1,,1,002,00468,04621
1801011,03,05,1,,1,002,00468,04621
1801011,04,05,1,,1,002,00468,04621
1801011,05,03,1,,1,002,00468,04621
1801034,01,07,1,,2,005,00469,04397
1801034,03,02,1,,2,005,00469,04397
1801034,04,04,1,,2,005,00469,04397
1801034,05,02,1,,2,005,00469,04397
1801034,06,04,1,,2,005,00469,04397
1801034,07,01,1,,2,005,00469,04397
1801034,09,07,1,,2,005,00469,04397
1801034,10,04,1,,2,005,00469,04397
1801034,11,02,1,,2,005,00469,04397
1801034,12,04,1,,2,005,00469,04397
1801034,13,05,1,,2,005,00469,04397
1801034,14,03,1,,2,005,00469,04397
1801034,15,03,1,,2,005,00469,04397
1801034,17,04,1,,2,005,00469,04397
1801034,18,01,1,,2,005,00469,04397
1801034,19,03,1,,2,005,00469,04397
1801034,20,05,1,,2,005,00469,04397
1801039,01,03,1,,2,006,00470,09790
1801039,02,05,1,,2,006,00470,09790
1801039,03,06,1,,2,006,00470,09790
1801039,04,02,1,,2,006,00470,09790
1801039,05,05,1,,2,006,00470,09790
1801039,06,03,1,,2,006,00470,09790
1801039,07,05,1,,2,006,00470,09790
1801039,08,02,1,,2,006,00470,09790
1801039,09,04,1,,2,006,00470,09790
1801039,10,05,1,,2,006,00470,09790
1801039,11,07,1,,2,006,00470,09790
1801039,12,01,1,,2,006,00470,09790
1801039,13,07,1,,2,006,00470,09790
1801039,16,06,1,,2,006,00470,09790
1801039,17,03,1,,2,006,00470,09790
1801039,18,07,1,,2,006,00470,09790
1801039,19,03,1,,2,006,00470,09790
1801039,20,05,1,,2,006,00470,09790
1801288,01,03,1,,2,005,00471,04026
1801288,03,04,1,,2,005,00471,04026
1801288,06,04,1,,2,005,00471,04026
1801288,07,02,1,,2,005,00471,04026
1801288,08,04,1,,2,005,00471,04026
1801288,09,04,1,,2,005,00471,04026
1801288,10,03,1,,2,005,00471,04026
1801288,11,06,1,,2,005,00471,04026
1801288,12,02,1,,2,005,00471,04026
1801288,13,03,1,,2,005,00471,04026
1801288,14,02,1,,2,005,00471,04026
1801288,15,05,1,,2,005,00471,04026
1801288,16,01,1,,2,005,00471,04026
1801288,18,02,1,,2,005,00471,04026
1801288,20,05,1,,2,005,00471,04026
1801421,01,07,1,,3,009,00472,03870
1801421,02,04,1,,3,009,00472,03870
1801421,03,03,1,,3,009,00472,03870
1801421,04,02,1,,3,009,00472,03870
1801421,05,03,1,,3,009,00472,03870
1801421,06,05,1,,3,009,00472,03870
1801421,07,05,1,,3,009,00472,03870
1801421,08,01,1,,3,009,00472,03870
1801421,09,04,1,,3,009,00472,03870
1801421,10,05,1,,3,009,00472,03870
1801421,11,02,1,,3,009,00472,03870
1801421,12,03,1,,3,009,00472,03870
1801421,13,04,1,,3,009,00472,03870
1801421,14,02,1,,3,009,00472,03870
1801421,15,03,1,,3,009,00472,03870
1801421,16,06,1,,3,009,00472,03870
1801421,17,02,1,,3,009,00472,03870
1801421,18,01,1,,3,009,00472,03870
1801421,19,02,1,,3,009,00472,03870
1801421,20,05,1,,3,009,00472,03870
1860119,01,03,1,,4,012,00473,04022
1860119,02,04,1,,4,012,00473,04022
1860119,04,03,1,,4,012,00473,04022
1860119,05,03,1,,4,012,00473,04022
1860119,06,05,1,,4,012,00473,04022
1860119,07,04,1,,4,012,00473,04022
1860119,08,02,1,,4,012,00473,04022
1860119,09,04,1,,4,012,00473,04022
1860119,11,04,1,,4,012,00473,04022
1860119,12,04,1,,4,012,00473,04022
1860119,13,03,1,,4,012,00473,04022
1860119,14,04,1,,4,012,00473,04022
1860119,15,02,1,,4,012,00473,04022
1860119,16,02,1,,4,012,00473,04022
1860119,17,04,1,,4,012,00473,04022
1860119,19,03,1,,4,012,00473,04022
1860400,01,02,1,,4,011,00474,04043
1860400,02,08,1,,4,011,00474,04043
1860400,03,07,1,,4,011,00474,04043
1860400,04,04,1,,4,011,00474,04043
1860400,05,04,1,,4,011,00474,04043
1860400,06,04,1,,4,011,00474,04043
1860400,07,03,1,,4,011,00474,04043
1860400,08,04,1,,4,011,00474,04043
1860400,09,06,1,,4,011,00474,04043
1860400,10,02,1,,4,011,00474,04043
1860400,11,02,1,,4,011,00474,04043
1860400,12,03,1,,4,011,00474,04043
1860400,13,04,1,,4,011,00474,04043
1860400,14,02,1,,4,011,00474,04043
1860400,15,04,1,,4,011,00474,04043
1860400,16,04,1,,4,011,00474,04043
1860400,17,04,1,,4,011,00474,04043
1860400,18,03,1,,4,011,00474,04043
1860400,19,03,1,,4,011,00474,04043
1860400,20,03,1,,4,011,00474,04043
1900149,01,03,1,,1,002,00475,05711
1900149,02,06,1,,1,002,00475,05711
1900149,03,05,1,,1,002,00475,05711
1900149,04,03,1,,1,002,00475,05711
1900149,05,07,2,02,1,002,00475,05711
1900156,01,05,1,,1,002,00476,05674
1900156,02,09,2,03,1,002,00476,05674
1900156,03,05,1,,1,002,00476,05674
1900156,04,04,1,,1,002,00476,05674
1900156,05,05,1,,1,002,00476,05674
1900280,01,01,1,,1,003,00477,05117
1900280,02,03,1,,1,003,00477,05117
1900280,03,04,1,,1,003,00477,05117
1900280,04,03,1,,1,003,00477,05117
1900280,05,05,1,,1,003,00477,05117
1900333,01,07,1,,1,002,00478,06487
1900333,02,04,1,,1,002,00478,06487
1900333,03,07,1,,1,002,00478,06487
1900333,04,03,1,,1,002,00478,06487
1900333,05,04,1,,1,002,00478,06487
1900549,01,01,1,,1,003,00479,05414
1900549,02,03,1,,1,003,00479,05414
1900549,03,03,1,,1,003,00479,05414
1900549,04,07,2,02,1,003,00479,05414
1900549,05,03,1,,1,003,00479,05414
1901027,01,03,1,,1,004,00480,05751
1901027,02,04,1,,1,004,00480,05751
1901027,03,05,1,,1,004,00480,05751
1901027,05,02,1,,1,004,00480,05751
1901032,02,03,1,,1,004,00481,05089
1901032,03,03,1,,1,004,00481,05089
1901032,04,04,1,,1,004,00481,05089
1901032,05,05,1,,1,004,00481,05089
1901375,02,05,1,,1,003,00482,05873
1901375,03,11,1,,1,003,00482,05873
1902184,01,04,1,,1,002,00483,05706
1902184,02,05,1,,1,002,00483,05706
1902184,03,04,1,,1,002,00483,05706
1902184,04,01,1,,1,002,00483,05706
1902184,05,06,1,,1,002,00483,05706
1902279,02,03,1,,1,004,00484,05727
1902279,03,06,1,,1,004,00484,05727
1902279,04,09,1,,1,004,00484,05727
1902279,05,04,1,,1,004,00484,05727
1902517,02,03,1,,1,002,00485,06923
1902517,03,03,1,,1,002,00485,06923
1902517,04,05,1,,1,002,00485,06923
1902517,05,02,1,,1,002,00485,06923
1902630,01,02,1,,1,003,00486,04844
1902630,02,05,1,,1,003,00486,04844
1902630,03,03,1,,1,003,00486,04844
1902630,04,05,1,,1,003,00486,04844
1903249,01,04,1,,1,004,00487,05553
1903249,03,04,1,,1,004,00487,05553
1903249,04,05,1,,1,004,00487,05553
1903249,05,02,1,,1,004,00487,05553
1903320,01,03,1,,1,003,00488,05455
1903320,03,04,1,,1,003,00488,05455
1903320,04,02,1,,1,003,00488,05455
1903320,05,02,1,,1,003,00488,05455
1903556,01,04,1,,1,003,00489,05831
1903556,02,04,1,,1,003,00489,05831
1903556,03,05,1,,1,003,00489,05831
1903556,04,06,2,02,1,003,00489,05831
1903556,05,02,1,,1,003,00489,05831
1903608,01,04,1,,1,003,00490,04838
1903608,03,04,1,,1,003,00490,04838
1903608,04,04,1,,1,003,00490,04838
1903608,05,02,1,,1,003,00490,04838
1903844,01,04,1,,1,003,00491,05167
1903844,02,04,1,,1,003,00491,05167
1903844,03,03,1,,1,003,00491,05167
1903844,04,03,1,,1,003,00491,05167
1904102,01,03,1,,1,004,00492,06562
1904102,02,03,1,,1,004,00492,06562
1904102,03,04,1,,1,004,00492,06562
1904102,04,03,1,,1,004,00492,06562
1904102,05,04,1,,1,004,00492,06562
1904174,01,05,1,,1,004,00493,06212
1904174,02,04,1,,1,004,00493,06212
1904174,03,07,1,,1,004,00493,06212
1904174,04,05,1,,1,004,00493,06212
1904174,05,04,1,,1,004,00493,06212
1904318,01,03,1,,1,002,00494,05269
1904318,02,05,1,,1,002,00494,05269
1904318,03,04,1,,1,002,00494,05269
1904318,04,04,2,02,1,002,00494,05269
1904318,05,03,1,,1,002,00494,05269
1905009,01,08,1,,1,003,00495,05296
1905009,02,02,1,,1,003,00495,05296
1905009,03,05,1,,1,003,00495,05296
1905009,04,03,1,,1,003,00495,05296
1905009,05,03,1,,1,003,00495,05296
1905304,03,02,1,,1,003,00496,05598
1905304,05,03,1,,1,003,00496,05598
1905392,01,02,1,,1,003,00497,05709
1905392,02,08,1,,1,003,00497,05709
1905392,03,02,1,,1,003,00497,05709
1905392,05,01,1,,1,003,00497,05709
1906431,01,04,1,,1,004,00498,05272
1906431,02,05,1,,1,004,00498,05272
1906431,03,03,1,,1,004,00498,05272
1906431,04,04,1,,1,004,00498,05272
1906431,05,04,1,,1,004,00498,05272
1907306,01,05,1,,1,002,00499,04982
1907306,02,06,1,,1,002,00499,04982
1907306,03,04,1,,1,002,00499,04982
1907306,04,08,1,,1,002,00499,04982
1907306,05,09,1,,1,002,00499,04982
1907693,01,05,1,,1,004,00500,06885
1907693,03,05,1,,1,004,00500,06885
1907693,04,08,1,,1,004,00500,06885
1908164,01,03,1,,1,004,00501,06254
1908164,02,04,1,,1,004,00501,06254
1908323,01,03,1,,1,003,00502,05831
1908323,02,02,1,,1,003,00502,05831
1908323,03,04,1,,1,003,00502,05831
1908323,04,02,1,,1,003,00502,05831
1908323,05,04,1,,1,003,00502,05831
1908877,01,06,1,,1,003,00503,05776
1908877,02,04,1,,1,003,00503,05776
1908877,03,04,1,,1,003,00503,05776
1908877,04,04,1,,1,003,00503,05776
1908877,05,08,1,,1,003,00503,05776
1909056,01,04,1,,1,004,00504,06385
1909056,02,02,1,,1,004,00504,06385
1909056,03,05,1,,1,004,00504,06385
1909056,04,04,1,,1,004,00504,06385
1909056,05,05,1,,1,004,00504,06385
1909255,01,04,1,,1,003,00505,05536
1909255,02,06,1,,1,003,00505,05536
1909255,03,04,1,,1,003,00505,05536
1909255,04,04,1,,1,003,00505,05536
1909255,05,02,1,,1,003,00505,05536
1909281,01,01,1,,1,002,00506,04565
1909281,02,01,1,,1,002,00506,04565
1909281,03,04,1,,1,002,00506,04565
1909281,05,03,1,,1,002,00506,04565
1909381,01,03,1,,1,003,00507,05834
1909381,02,04,1,,1,003,00507,05834
1909381,03,04,1,,1,003,00507,05834
1909381,04,04,1,,1,003,00507,05834
1909381,05,02,1,,1,003,00507,05834
1909551,01,04,1,,1,002,00508,05926
1909551,02,01,1,,1,002,00508,05926
1909551,03,07,2,02,1,002,00508,05926
1909551,05,05,1,,1,002,00508,05926
1909629,01,11,2,02,1,002,00509,06124
1909629,03,02,1,,1,002,00509,06124
1909629,04,06,1,,1,002,00509,06124
1909629,05,03,1,,1,002,00509,06124
1909720,01,03,1,,1,004,00510,06484
1909720,02,03,1,,1,004,00510,06484
1909720,03,03,1,,1,004,00510,06484
1909720,04,05,1,,1,004,00510,06484
1909720,05,06,1,,1,004,00510,06484
1910079,01,05,1,,2,005,00511,03950
1910079,02,08,1,,2,005,00511,03950
1910079,03,01,1,,2,005,00511,03950
1910079,04,01,1,,2,005,00511,03950
1910079,06,03,1,,2,005,00511,03950
1910079,07,05,1,,2,005,00511,03950
1910079,08,04,1,,2,005,00511,03950
1910079,09,08,1,,2,005,00511,03950
1910079,11,03,1,,2,005,00511,03950
1910079,12,05,1,,2,005,00511,03950
1910079,13,04,1,,2,005,00511,03950
1910079,14,05,1,,2,005,00511,03950
1910079,15,04,1,,2,005,00511,03950
1910079,17,06,1,,2,005,00511,03950
1910079,18,03,1,,2,005,00511,03950
1910079,19,02,1,,2,005,00511,03950
1911346,01,04,1,,3,009,00512,02772
