UPM,VIV_SEL,HOGAR,N_REN,SEXO,EDAD,TLOC,EST_DIS,UPM_DIS,FACTOR
1801039,13,01,04,2,38,2,006,00470,09790
1801039,13,01,05,1,11,2,006,00470,09790
1801039,13,01,06,1,05,2,006,00470,09790
1801039,13,01,07,2,04,2,006,00470,09790
1801039,16,01,01,1,26,2,006,00470,09790
1801039,16,01,02,2,26,2,006,00470,09790
1801039,16,01,03,2,07,2,006,00470,09790
1801039,16,01,04,1,03,2,006,00470,09790
1801039,16,01,05,2,02,2,006,00470,09790
1801039,16,01,06,2,00,2,006,00470,09790
1801039,17,01,01,1,26,2,006,00470,09790
1801039,17,01,02,2,45,2,006,00470,09790
1801039,17,01,03,2,20,2,006,00470,09790
1801039,18,01,01,1,60,2,006,00470,09790
1801039,18,01,02,2,58,2,006,00470,09790
1801039,18,01,03,1,34,2,006,00470,09790
1801039,18,01,04,2,31,2,006,00470,09790
1801039,18,01,05,1,10,2,006,00470,09790
1801039,18,01,06,1,06,2,006,00470,09790
1801039,18,01,07,1,02,2,006,00470,09790
1801039,19,01,01,2,62,2,006,00470,09790
1801039,19,01,02,2,31,2,006,00470,09790
1801039,19,01,03,2,16,2,006,00470,09790
1801039,20,01,01,1,56,2,006,00470,09790
1801039,20,01,02,2,53,2,006,00470,09790
1801039,20,01,03,1,28,2,006,00470,09790
1801039,20,01,04,2,25,2,006,00470,09790
1801039,20,01,05,2,01,2,006,00470,09790
1801288,01,01,01,1,48,2,005,00471,04026
1801288,01,01,02,2,47,2,005,00471,04026
1801288,01,01,03,2,11,2,005,00471,04026
1801288,03,01,01,1,37,2,005,00471,04026
1801288,03,01,02,2,37,2,005,00471,04026
1801288,03,01,03,1,09,2,005,00471,04026
1801288,03,01,04,2,04,2,005,00471,04026
1801288,06,01,01,1,40,2,005,00471,04026
1801288,06,01,02,2,38,2,005,00471,04026
1801288,06,01,03,1,16,2,005,00471,04026
1801288,06,01,04,2,09,2,005,00471,04026
1801288,07,01,01,1,55,2,005,00471,04026
1801288,07,01,02,2,57,2,005,00471,04026
1801288,08,01,01,2,50,2,005,00471,04026
1801288,08,01,02,2,18,2,005,00471,04026
1801288,08,01,03,2,36,2,005,00471,04026
1801288,08,01,04,2,15,2,005,00471,04026
1801288,09,01,01,1,52,2,005,00471,04026
1801288,09,01,02,2,44,2,005,00471,04026
1801288,09,01,03,2,17,2,005,00471,04026
1801288,09,01,04,1,13,2,005,00471,04026
1801288,10,01,01,1,81,2,005,00471,04026
1801288,10,01,02,2,71,2,005,00471,04026
1801288,10,01,03,2,50,2,005,00471,04026
1801288,11,01,01,1,85,2,005,00471,04026
1801288,11,01,02,2,65,2,005,00471,04026
1801288,11,01,03,2,37,2,005,00471,04026
1801288,11,01,04,2,16,2,005,00471,04026
1801288,11,01,05,2,07,2,005,00471,04026
1801288,11,01,06,1,06,2,005,00471,04026
1801288,12,01,01,2,51,2,005,00471,04026
1801288,12,01,02,2,09,2,005,00471,04026
1801288,13,01,01,1,35,2,005,00471,04026
1801288,13,01,02,2,35,2,005,00471,04026
1801288,13,01,03,2,08,2,005,00471,04026
1801288,14,01,01,2,64,2,005,00471,04026
1801288,14,01,02,1,38,2,005,00471,04026
1801288,15,01,01,1,58,2,005,00471,04026
1801288,15,01,02,2,45,2,005,00471,04026
1801288,15,01,03,2,21,2,005,00471,04026
1801288,15,01,04,1,20,2,005,00471,04026
1801288,15,01,05,2,18,2,005,00471,04026
1801288,16,01,01,2,24,2,005,00471,04026
1801288,18,01,01,2,77,2,005,00471,04026
1801288,18,01,02,1,56,2,005,00471,04026
1801288,20,01,01,1,56,2,005,00471,04026
1801288,20,01,02,2,54,2,005,00471,04026
1801288,20,01,03,1,18,2,005,00471,04026
1801288,20,01,04,1,12,2,005,00471,04026
1801288,20,01,05,1,08,2,005,00471,04026
1801421,01,01,01,2,67,3,009,00472,03870
1801421,01,01,02,1,37,3,009,00472,03870
1801421,01,01,03,2,32,3,009,00472,03870
1801421,01,01,04,2,42,3,009,00472,03870
1801421,01,01,05,2,16,3,009,00472,03870
1801421,01,01,06,2,19,3,009,00472,03870
1801421,01,01,07,2,12,3,009,00472,03870
1801421,02,01,01,2,49,3,009,00472,03870
1801421,02,01,02,2,22,3,009,00472,03870
1801421,02,01,03,2,05,3,009,00472,03870
1801421,02,01,04,1,03,3,009,00472,03870
1801421,03,01,01,1,29,3,009,00472,03870
1801421,03,01,02,2,23,3,009,00472,03870
1801421,03,01,03,1,03,3,009,00472,03870
1801421,04,01,01,2,63,3,009,00472,03870
1801421,04,01,02,1,69,3,009,00472,03870
1801421,05,01,01,2,35,3,009,00472,03870
1801421,05,01,02,2,26,3,009,00472,03870
1801421,05,01,03,2,05,3,009,00472,03870
1801421,06,01,01,1,48,3,009,00472,03870
1801421,06,01,02,2,47,3,009,00472,03870
1801421,06,01,03,1,30,3,009,00472,03870
1801421,06,01,04,2,19,3,009,00472,03870
1801421,06,01,05,2,16,3,009,00472,03870
1801421,07,01,01,2,61,3,009,00472,03870
1801421,07,01,02,1,25,3,009,00472,03870
1801421,07,01,03,2,23,3,009,00472,03870
1801421,07,01,04,2,10,3,009,00472,03870
1801421,07,01,05,1,01,3,009,00472,03870
1801421,08,01,01,2,53,3,009,00472,03870
1801421,09,01,01,1,27,3,009,00472,03870
1801421,09,01,02,2,33,3,009,00472,03870
1801421,09,01,03,2,09,3,009,00472,03870
1801421,09,01,04,1,05,3,009,00472,03870
1801421,10,01,01,1,46,3,009,00472,03870
1801421,10,01,02,2,45,3,009,00472,03870
1801421,10,01,03,1,21,3,009,00472,03870
1801421,10,01,04,1,18,3,009,00472,03870
1801421,10,01,05,2,13,3,009,00472,03870
1801421,11,01,01,1,68,3,009,00472,03870
1801421,11,01,02,2,66,3,009,00472,03870
1801421,12,01,01,1,48,3,009,00472,03870
1801421,12,01,02,2,45,3,009,00472,03870
1801421,12,01,03,1,16,3,009,00472,03870
1801421,13,01,01,1,50,3,009,00472,03870
1801421,13,01,02,2,41,3,009,00472,03870
1801421,13,01,03,1,17,3,009,00472,03870
1801421,13,01,04,1,06,3,009,00472,03870
1801421,14,01,01,1,62,3,009,00472,03870
1801421,14,01,02,2,58,3,009,00472,03870
1801421,15,01,01,2,76,3,009,00472,03870
1801421,15,01,02,2,54,3,009,00472,03870
1801421,15,01,03,1,20,3,009,00472,03870
1801421,16,01,01,1,41,3,009,00472,03870
1801421,16,01,02,2,28,3,009,00472,03870
1801421,16,01,03,1,47,3,009,00472,03870
1801421,16,01,04,2,11,3,009,00472,03870
1801421,16,01,05,1,08,3,009,00472,03870
1801421,16,01,06,2,04,3,009,00472,03870
1801421,17,01,01,1,43,3,009,00472,03870
1801421,17,01,02,2,46,3,009,00472,03870
1801421,18,01,01,1,65,3,009,00472,03870
1801421,19,01,01,1,53,3,009,00472,03870
1801421,19,01,02,2,53,3,009,00472,03870
1801421,20,01,01,1,79,3,009,00472,03870
1801421,20,01,02,2,65,3,009,00472,03870
1801421,20,01,03,2,21,3,009,00472,03870
1801421,20,01,04,1,05,3,009,00472,03870
1801421,20,01,05,1,24,3,009,00472,03870
1860119,01,01,01,2,47,4,012,00473,04022
1860119,01,01,02,1,50,4,012,00473,04022
1860119,01,01,03,1,16,4,012,00473,04022
1860119,02,01,01,2,26,4,012,00473,04022
1860119,02,01,02,1,27,4,012,00473,04022
1860119,02,01,03,2,03,4,012,00473,04022
1860119,02,01,04,2,00,4,012,00473,04022
1860119,04,01,01,2,73,4,012,00473,04022
1860119,04,01,02,1,39,4,012,00473,04022
1860119,04,01,03,1,08,4,012,00473,04022
1860119,05,01,01,2,47,4,012,00473,04022
1860119,05,01,02,2,29,4,012,00473,04022
1860119,05,01,03,2,15,4,012,00473,04022
1860119,06,01,01,2,27,4,012,00473,04022
1860119,06,01,02,1,30,4,012,00473,04022
1860119,06,01,03,1,08,4,012,00473,04022
1860119,06,01,04,2,09,4,012,00473,04022
1860119,06,01,05,2,00,4,012,00473,04022
1860119,07,01,01,2,84,4,012,00473,04022
1860119,07,01,02,1,56,4,012,00473,04022
1860119,07,01,03,2,22,4,012,00473,04022
1860119,07,01,04,1,03,4,012,00473,04022
1860119,08,01,01,1,57,4,012,00473,04022
1860119,08,01,02,2,48,4,012,00473,04022
1860119,09,01,01,1,48,4,012,00473,04022
1860119,09,01,02,2,38,4,012,00473,04022
1860119,09,01,03,2,08,4,012,00473,04022
1860119,09,01,04,1,06,4,012,00473,04022
1860119,11,01,01,1,40,4,012,00473,04022
1860119,11,01,02,2,28,4,012,00473,04022
1860119,11,01,03,2,08,4,012,00473,04022
1860119,11,01,04,2,07,4,012,00473,04022
1860119,12,01,01,1,28,4,012,00473,04022
1860119,12,01,02,2,31,4,012,00473,04022
1860119,12,01,03,1,07,4,012,00473,04022
1860119,12,01,04,2,08,4,012,00473,04022
1860119,13,01,01,1,54,4,012,00473,04022
1860119,13,01,02,2,51,4,012,00473,04022
1860119,13,01,03,2,14,4,012,00473,04022
1860119,14,01,01,1,43,4,012,00473,04022
1860119,14,01,02,2,43,4,012,00473,04022
1860119,14,01,03,2,14,4,012,00473,04022
1860119,14,01,04,2,04,4,012,00473,04022
1860119,15,01,01,2,32,4,012,00473,04022
1860119,15,01,02,2,16,4,012,00473,04022
1860119,16,01,01,2,57,4,012,00473,04022
1860119,16,01,02,1,60,4,012,00473,04022
1860119,17,01,01,1,47,4,012,00473,04022
1860119,17,01,02,2,43,4,012,00473,04022
1860119,17,01,04,2,15,4,012,00473,04022
1860119,17,01,05,2,02,4,012,00473,04022
1860119,19,01,01,1,45,4,012,00473,04022
1860119,19,01,02,2,44,4,012,00473,04022
1860119,19,01,03,1,13,4,012,00473,04022
1860400,01,01,01,1,51,4,011,00474,04043
1860400,01,01,02,2,46,4,011,00474,04043
1860400,02,01,01,1,45,4,011,00474,04043
1860400,02,01,02,2,41,4,011,00474,04043
1860400,02,01,03,1,23,4,011,00474,04043
1860400,02,01,04,1,21,4,011,00474,04043
1860400,02,01,05,1,19,4,011,00474,04043
1860400,02,01,06,2,17,4,011,00474,04043
1860400,02,01,07,1,13,4,011,00474,04043
1860400,02,01,08,2,04,4,011,00474,04043
1860400,03,01,01,2,46,4,011,00474,04043
1860400,03,01,02,2,18,4,011,00474,04043
1860400,03,01,03,1,11,4,011,00474,04043
1860400,03,01,04,2,09,4,011,00474,04043
1860400,03,01,05,2,07,4,011,00474,04043
1860400,03,01,06,1,05,4,011,00474,04043
1860400,03,01,07,2,03,4,011,00474,04043
1860400,04,01,01,1,29,4,011,00474,04043
1860400,04,01,02,2,26,4,011,00474,04043
1860400,04,01,03,1,08,4,011,00474,04043
1860400,04,01,04,2,05,4,011,00474,04043
1860400,05,01,01,1,58,4,011,00474,04043
1860400,05,01,02,2,54,4,011,00474,04043
1860400,05,01,03,2,27,4,011,00474,04043
1860400,05,01,04,2,07,4,011,00474,04043
1860400,06,01,01,1,26,4,011,00474,04043
1860400,06,01,02,2,27,4,011,00474,04043
1860400,06,01,03,1,02,4,011,00474,04043
1860400,06,01,04,1,04,4,011,00474,04043
1860400,07,01,01,1,62,4,011,00474,04043
1860400,07,01,02,2,56,4,011,00474,04043
1860400,07,01,03,2,05,4,011,00474,04043
1860400,08,01,01,1,38,4,011,00474,04043
1860400,08,01,02,2,35,4,011,00474,04043
1860400,08,01,03,2,11,4,011,00474,04043
1860400,08,01,04,1,08,4,011,00474,04043
1860400,09,01,01,2,45,4,011,00474,04043
1860400,09,01,02,1,22,4,011,00474,04043
1860400,09,01,03,1,23,4,011,00474,04043
1860400,09,01,04,1,16,4,011,00474,04043
1860400,09,01,05,2,14,4,011,00474,04043
1860400,09,01,06,2,06,4,011,00474,04043
1860400,10,01,01,1,72,4,011,00474,04043
1860400,10,01,02,2,66,4,011,00474,04043
1860400,11,01,01,2,80,4,011,00474,04043
1860400,11,01,02,1,46,4,011,00474,04043
1860400,12,01,01,1,55,4,011,00474,04043
1860400,12,01,02,2,50,4,011,00474,04043
1860400,12,01,03,1,15,4,011,00474,04043
1860400,13,01,01,1,36,4,011,00474,04043
1860400,13,01,02,2,35,4,011,00474,04043
1860400,13,01,03,1,17,4,011,00474,04043
1860400,13,01,04,2,05,4,011,00474,04043
1860400,14,01,01,1,62,4,011,00474,04043
1860400,14,01,02,2,60,4,011,00474,04043
1860400,15,01,01,1,29,4,011,00474,04043
1860400,15,01,02,2,27,4,011,00474,04043
1860400,15,01,03,2,04,4,011,00474,04043
1860400,15,01,04,2,10,4,011,00474,04043
1860400,16,01,01,1,50,4,011,00474,04043
1860400,16,01,02,2,35,4,011,00474,04043
1860400,16,01,03,1,16,4,011,00474,04043
1860400,16,01,04,2,10,4,011,00474,04043
1860400,17,01,01,1,30,4,011,00474,04043
1860400,17,01,02,2,25,4,011,00474,04043
1860400,17,01,03,1,06,4,011,00474,04043
1860400,17,01,04,1,01,4,011,00474,04043
1860400,18,01,01,1,51,4,011,00474,04043
1860400,18,01,02,2,50,4,011,00474,04043
1860400,18,01,03,1,23,4,011,00474,04043
1860400,19,01,01,1,51,4,011,00474,04043
1860400,19,01,02,2,49,4,011,00474,04043
1860400,19,01,03,2,18,4,011,00474,04043
1860400,20,01,01,1,35,4,011,00474,04043
1860400,20,01,02,2,25,4,011,00474,04043
1860400,20,01,03,1,01,4,011,00474,04043
1900149,01,01,01,1,28,1,002,00475,05711
1900149,01,01,02,2,34,1,002,00475,05711
1900149,01,01,03,2,04,1,002,00475,05711
1900149,02,01,01,1,26,1,002,00475,05711
1900149,02,01,02,2,28,1,002,00475,05711
1900149,02,01,03,1,09,1,002,00475,05711
1900149,02,01,04,2,01,1,002,00475,05711
1900149,02,01,05,1,08,1,002,00475,05711
1900149,02,01,06,2,00,1,002,00475,05711
1900149,03,01,01,1,25,1,002,00475,05711
1900149,03,01,02,2,24,1,002,00475,05711
1900149,03,01,03,2,04,1,002,00475,05711
1900149,03,01,04,2,01,1,002,00475,05711
1900149,03,01,05,2,00,1,002,00475,05711
1900149,04,01,01,1,25,1,002,00475,05711
1900149,04,01,02,2,24,1,002,00475,05711
1900149,04,01,03,1,01,1,002,00475,05711
1900149,05,01,01,1,31,1,002,00475,05711
1900149,05,01,02,2,29,1,002,00475,05711
1900149,05,01,03,1,06,1,002,00475,05711
1900149,05,01,04,2,11,1,002,00475,05711
1900149,05,02,01,1,52,1,002,00475,05711
1900149,05,02,02,2,49,1,002,00475,05711
1900149,05,02,03,1,17,1,002,00475,05711
1900156,01,01,01,2,53,1,002,00476,05674
1900156,01,01,02,2,28,1,002,00476,05674
1900156,01,01,03,1,30,1,002,00476,05674
1900156,01,01,04,1,08,1,002,00476,05674
1900156,01,01,05,2,03,1,002,00476,05674
1900156,02,01,01,2,42,1,002,00476,05674
1900156,02,01,02,2,23,1,002,00476,05674
1900156,02,01,03,2,05,1,002,00476,05674
1900156,02,02,01,1,19,1,002,00476,05674
1900156,02,02,02,2,21,1,002,00476,05674
1900156,02,02,03,1,04,1,002,00476,05674
1900156,02,03,01,1,24,1,002,00476,05674
1900156,02,03,02,2,27,1,002,00476,05674
1900156,02,03,03,1,07,1,002,00476,05674
1900156,03,01,01,2,78,1,002,00476,05674
1900156,03,01,02,1,41,1,002,00476,05674
1900156,03,01,03,1,13,1,002,00476,05674
1900156,03,01,04,1,12,1,002,00476,05674
1900156,03,01,05,1,10,1,002,00476,05674
1900156,04,01,01,1,49,1,002,00476,05674
1900156,04,01,02,2,20,1,002,00476,05674
1900156,04,01,03,1,07,1,002,00476,05674
1900156,04,01,04,1,02,1,002,00476,05674
1900156,05,01,01,1,50,1,002,00476,05674
1900156,05,01,02,2,47,1,002,00476,05674
1900156,05,01,03,2,24,1,002,00476,05674
1900156,05,01,04,1,08,1,002,00476,05674
1900156,05,01,05,1,04,1,002,00476,05674
1900280,01,01,01,1,42,1,003,00477,05117
1900280,02,01,01,2,48,1,003,00477,05117
1900280,02,01,02,2,31,1,003,00477,05117
1900280,02,01,03,1,24,1,003,00477,05117
1900280,03,01,01,1,52,1,003,00477,05117
1900280,03,01,02,1,24,1,003,00477,05117
1900280,03,01,03,1,26,1,003,00477,05117
1900280,03,01,04,2,49,1,003,00477,05117
1900280,04,01,01,1,58,1,003,00477,05117
1900280,04,01,02,2,61,1,003,00477,05117
1900280,04,01,03,1,27,1,003,00477,05117
1900280,05,01,01,1,51,1,003,00477,05117
1900280,05,01,02,2,51,1,003,00477,05117
1900280,05,01,03,1,22,1,003,00477,05117
1900280,05,01,04,2,17,1,003,00477,05117
1900280,05,01,05,1,11,1,003,00477,05117
1900333,01,01,01,2,58,1,002,00478,06487
1900333,01,01,02,1,68,1,002,00478,06487
1900333,01,01,03,1,30,1,002,00478,06487
1900333,01,01,04,2,25,1,002,00478,06487
1900333,01,01,05,2,10,1,002,00478,06487
1900333,01,01,06,2,03,1,002,00478,06487
1900333,01,01,07,1,20,1,002,00478,06487
1900333,02,01,01,2,46,1,002,00478,06487
1900333,02,01,02,2,25,1,002,00478,06487
1900333,02,01,03,2,20,1,002,00478,06487
1900333,02,01,04,1,25,1,002,00478,06487
1900333,03,01,01,1,56,1,002,00478,06487
1900333,03,01,02,2,47,1,002,00478,06487
1900333,03,01,03,2,26,1,002,00478,06487
1900333,03,01,04,2,22,1,002,00478,06487
1900333,03,01,05,1,17,1,002,00478,06487
1900333,03,01,06,1,08,1,002,00478,06487
1900333,03,01,07,2,04,1,002,00478,06487
1900333,04,01,01,1,42,1,002,00478,06487
1900333,04,01,02,2,42,1,002,00478,06487
1900333,04,01,03,2,14,1,002,00478,06487
1900333,05,01,01,2,50,1,002,00478,06487
1900333,05,01,02,1,22,1,002,00478,06487
1900333,05,01,03,1,25,1,002,00478,06487
1900333,05,01,04,2,16,1,002,00478,06487
1900549,01,01,01,1,38,1,003,00479,05414
1900549,02,01,01,1,60,1,003,00479,05414
1900549,02,01,02,2,61,1,003,00479,05414
1900549,02,01,03,1,34,1,003,00479,05414
1900549,03,01,01,1,48,1,003,00479,05414
1900549,03,01,02,2,42,1,003,00479,05414
1900549,03,01,03,1,26,1,003,00479,05414
1900549,04,01,01,1,37,1,003,00479,05414
1900549,04,01,02,2,34,1,003,00479,05414
1900549,04,01,03,1,07,1,003,00479,05414
1900549,04,01,04,1,09,1,003,00479,05414
1900549,04,01,05,1,13,1,003,00479,05414
1900549,05,01,01,1,54,1,003,00479,05414
1900549,05,01,02,2,52,1,003,00479,05414
1900549,05,01,03,2,15,1,003,00479,05414
1901027,01,01,01,1,46,1,004,00480,05751
1901027,01,01,02,2,19,1,004,00480,05751
1901027,01,01,03,1,22,1,004,00480,05751
1901027,02,01,01,1,36,1,004,00480,05751
1901027,02,01,02,2,33,1,004,00480,05751
1901027,02,01,03,2,13,1,004,00480,05751
1901027,02,01,04,1,02,1,004,00480,05751
1901027,03,01,01,1,33,1,004,00480,05751
1901027,03,01,02,2,31,1,004,00480,05751
1901027,03,01,03,1,08,1,004,00480,05751
1901027,03,01,04,1,05,1,004,00480,05751
1901027,03,01,05,1,01,1,004,00480,05751
1901027,05,01,01,1,35,1,004,00480,05751
1901027,05,01,02,1,33,1,004,00480,05751
1901032,02,01,01,1,37,1,004,00481,05089
1901032,02,01,02,2,31,1,004,00481,05089
1901032,02,01,03,2,02,1,004,00481,05089
1901032,03,01,01,1,39,1,004,00481,05089
1901032,03,01,02,2,36,1,004,00481,05089
1901032,03,01,03,1,07,1,004,00481,05089
1901032,04,01,01,1,32,1,004,00481,05089
1901032,04,01,02,2,31,1,004,00481,05089
1901032,04,01,03,1,10,1,004,00481,05089
1901032,04,01,04,2,04,1,004,00481,05089
1901032,05,01,01,1,37,1,004,00481,05089
1901032,05,01,02,2,34,1,004,00481,05089
1901032,05,01,03,1,13,1,004,00481,05089
1901032,05,01,04,1,07,1,004,00481,05089
1901032,05,01,05,1,03,1,004,00481,05089
1901375,02,01,01,2,64,1,003,00482,05873
1901375,02,01,02,1,63,1,003,00482,05873
1901375,02,01,03,1,52,1,003,00482,05873
1901375,02,01,04,2,42,1,003,00482,05873
1901375,02,01,05,2,14,1,003,00482,05873
1901375,03,01,01,1,54,1,003,00482,05873
1901375,03,01,02,1,54,1,003,00482,05873
1901375,03,01,03,2,54,1,003,00482,05873
1901375,03,01,04,2,51,1,003,00482,05873
1901375,03,01,05,1,82,1,003,00482,05873
1901375,03,01,06,1,44,1,003,00482,05873
1901375,03,01,07,2,56,1,003,00482,05873
1901375,03,01,08,2,28,1,003,00482,05873
1901375,03,01,09,1,25,1,003,00482,05873
1901375,03,01,10,2,23,1,003,00482,05873
1901375,03,01,11,2,21,1,003,00482,05873
1902184,01,01,01,1,34,1,002,00483,05706
1902184,01,01,02,2,35,1,002,00483,05706
1902184,01,01,03,1,15,1,002,00483,05706
1902184,01,01,04,1,09,1,002,00483,05706
1902184,02,01,01,1,26,1,002,00483,05706
1902184,02,01,02,2,25,1,002,00483,05706
1902184,02,01,03,2,08,1,002,00483,05706
1902184,02,01,04,1,06,1,002,00483,05706
1902184,02,01,05,1,02,1,002,00483,05706
1902184,03,01,01,1,39,1,002,00483,05706
1902184,03,01,02,2,33,1,002,00483,05706
1902184,03,01,03,2,07,1,002,00483,05706
1902184,03,01,04,2,00,1,002,00483,05706
1902184,04,01,01,1,39,1,002,00483,05706
1902184,05,01,01,2,43,1,002,00483,05706
1902184,05,01,02,2,21,1,002,00483,05706
1902184,05,01,03,1,17,1,002,00483,05706
1902184,05,01,04,2,20,1,002,00483,05706
1902184,05,01,05,1,25,1,002,00483,05706
1902184,05,01,06,2,01,1,002,00483,05706
1902279,02,01,01,1,60,1,004,00484,05727
1902279,02,01,02,2,55,1,004,00484,05727
1902279,02,01,03,2,21,1,004,00484,05727
1902279,03,01,01,1,37,1,004,00484,05727
1902279,03,01,02,2,33,1,004,00484,05727
1902279,03,01,03,1,12,1,004,00484,05727
1902279,03,01,04,2,09,1,004,00484,05727
1902279,03,01,05,2,03,1,004,00484,05727
1902279,03,01,06,2,01,1,004,00484,05727
1902279,04,01,01,2,50,1,004,00484,05727
1902279,04,01,02,1,23,1,004,00484,05727
1902279,04,01,03,2,27,1,004,00484,05727
1902279,04,01,04,2,16,1,004,00484,05727
1902279,04,01,05,2,21,1,004,00484,05727
1902279,04,01,06,1,01,1,004,00484,05727
1902279,04,01,07,1,04,1,004,00484,05727
1902279,04,01,08,2,00,1,004,00484,05727
1902279,04,01,09,1,08,1,004,00484,05727
1902279,05,01,01,1,57,1,004,00484,05727
1902279,05,01,02,2,52,1,004,00484,05727
1902279,05,01,03,2,27,1,004,00484,05727
1902279,05,01,04,1,22,1,004,00484,05727
1902517,02,01,01,2,38,1,002,00485,06923
1902517,02,01,02,1,14,1,002,00485,06923
1902517,02,01,03,2,08,1,002,00485,06923
1902517,03,01,01,1,46,1,002,00485,06923
1902517,03,01,02,2,46,1,002,00485,06923
1902517,03,01,03,1,08,1,002,00485,06923
1902517,04,01,01,1,33,1,002,00485,06923
1902517,04,01,02,2,28,1,002,00485,06923
1902517,04,01,03,1,08,1,002,00485,06923
1902517,04,01,04,1,06,1,002,00485,06923
1902517,04,01,05,2,04,1,002,00485,06923
1902517,05,01,01,1,28,1,002,00485,06923
1902517,05,01,02,1,40,1,002,00485,06923
1902630,01,01,01,2,27,1,003,00486,04844
1902630,01,01,02,1,33,1,003,00486,04844
1902630,02,01,01,1,62,1,003,00486,04844
1902630,02,01,02,2,61,1,003,00486,04844
1902630,02,01,03,2,36,1,003,00486,04844
1902630,02,01,04,1,43,1,003,00486,04844
1902630,02,01,05,1,06,1,003,00486,04844
1902630,03,01,01,1,52,1,003,00486,04844
1902630,03,01,02,2,73,1,003,00486,04844
1902630,03,01,03,1,21,1,003,00486,04844
1902630,04,01,01,1,69,1,003,00486,04844
1902630,04,01,02,2,08,1,003,00486,04844
1902630,04,01,03,1,42,1,003,00486,04844
1902630,04,01,04,2,43,1,003,00486,04844
1902630,04,01,05,2,27,1,003,00486,04844
1903249,01,01,01,1,51,1,004,00487,05553
1903249,01,01,02,2,44,1,004,00487,05553
1903249,01,01,03,2,16,1,004,00487,05553
1903249,01,01,04,1,02,1,004,00487,05553
1903249,03,01,01,1,44,1,004,00487,05553
1903249,03,01,02,2,38,1,004,00487,05553
1903249,03,01,03,1,11,1,004,00487,05553
1903249,03,01,04,2,08,1,004,00487,05553
1903249,04,01,01,1,52,1,004,00487,05553
1903249,04,01,02,2,50,1,004,00487,05553
1903249,04,01,03,2,23,1,004,00487,05553
1903249,04,01,04,1,19,1,004,00487,05553
1903249,04,01,05,1,06,1,004,00487,05553
1903249,05,01,01,2,55,1,004,00487,05553
1903249,05,01,02,1,18,1,004,00487,05553
1903320,01,01,01,2,65,1,003,00488,05455
1903320,01,01,02,1,14,1,003,00488,05455
1903320,01,01,03,1,42,1,003,00488,05455
1903320,03,01,01,1,41,1,003,00488,05455
1903320,03,01,02,2,41,1,003,00488,05455
1903320,03,01,03,1,19,1,003,00488,05455
1903320,03,01,04,1,09,1,003,00488,05455
1903320,04,01,01,1,70,1,003,00488,05455
1903320,04,01,02,2,65,1,003,00488,05455
1903320,05,01,01,1,64,1,003,00488,05455
1903320,05,01,02,2,65,1,003,00488,05455
1903556,01,01,01,1,37,1,003,00489,05831
1903556,01,01,02,2,32,1,003,00489,05831
1903556,01,01,03,2,06,1,003,00489,05831
1903556,01,01,04,2,02,1,003,00489,05831
1903556,02,01,01,2,59,1,003,00489,05831
1903556,02,01,02,1,37,1,003,00489,05831
1903556,02,01,03,1,34,1,003,00489,05831
1903556,02,01,04,1,24,1,003,00489,05831
1903556,03,01,01,1,56,1,003,00489,05831
1903556,03,01,02,2,50,1,003,00489,05831
1903556,03,01,03,1,26,1,003,00489,05831
1903556,03,01,04,2,22,1,003,00489,05831
1903556,03,01,05,1,15,1,003,00489,05831
1903556,04,01,01,2,36,1,003,00489,05831
1903556,04,01,02,1,40,1,003,00489,05831
1903556,04,01,03,1,05,1,003,00489,05831
1903556,04,01,04,1,03,1,003,00489,05831
1903556,04,01,05,2,00,1,003,00489,05831
1903556,04,02,01,1,40,1,003,00489,05831
1903556,05,01,01,1,66,1,003,00489,05831
1903556,05,01,02,2,69,1,003,00489,05831
1903608,01,01,01,1,34,1,003,00490,04838
1903608,01,01,02,2,34,1,003,00490,04838
1903608,01,01,03,1,06,1,003,00490,04838
1903608,01,01,04,1,09,1,003,00490,04838
1903608,03,01,01,1,52,1,003,00490,04838
1903608,03,01,02,2,53,1,003,00490,04838
1903608,03,01,03,1,28,1,003,00490,04838
1903608,03,01,04,2,22,1,003,00490,04838
1903608,04,01,01,2,42,1,003,00490,04838
1903608,04,01,02,2,13,1,003,00490,04838
1903608,04,01,03,2,11,1,003,00490,04838
1903608,04,01,04,1,05,1,003,00490,04838
1903608,05,01,01,2,62,1,003,00490,04838
1903608,05,01,02,1,75,1,003,00490,04838
1903844,01,01,01,1,55,1,003,00491,05167
1903844,01,01,02,2,55,1,003,00491,05167
1903844,01,01,03,2,31,1,003,00491,05167
1903844,01,01,04,1,25,1,003,00491,05167
1903844,02,01,01,1,39,1,003,00491,05167
1903844,02,01,02,2,29,1,003,00491,05167
1903844,02,01,03,2,03,1,003,00491,05167
1903844,02,01,04,1,07,1,003,00491,05167
1903844,03,01,01,2,52,1,003,00491,05167
1903844,03,01,02,1,22,1,003,00491,05167
1903844,03,01,03,1,15,1,003,00491,05167
1903844,04,01,01,2,40,1,003,00491,05167
1903844,04,01,02,2,15,1,003,00491,05167
1903844,04,01,03,2,14,1,003,00491,05167
1904102,01,01,01,1,49,1,004,00492,06562
1904102,01,01,02,1,16,1,004,00492,06562
1904102,01,01,03,2,47,1,004,00492,06562
1904102,02,01,01,1,27,1,004,00492,06562
1904102,02,01,02,2,26,1,004,00492,06562
