FOLIO,VIV_SEL,P0_1,P0_2,P0_3,P0_4_1,P0_4_2,P1_1,P1_2,TLOC,REGION,EST_DIS,UPM_DIS,FAC_VIV
5974,5,1,4,1,1,1,2,1,1,5,98,947,17335
5975,1,3,5,1,2,1,2,1,1,5,96,948,9355
5976,2,2,4,1,2,2,2,1,1,5,96,948,9355
5977,3,1,4,0,2,1,1,1,1,5,96,948,9355
5978,4,3,5,2,1,1,3,1,1,5,96,948,9355
5979,5,2,3,0,2,2,4,1,1,5,96,948,9355
5980,1,2,5,1,2,2,4,1,1,5,96,949,8906
5981,2,1,2,1,2,2,1,1,1,5,96,949,8906
5982,3,3,6,0,1,1,5,1,1,5,96,949,8906
5983,4,3,5,1,2,1,5,1,1,5,96,949,8906
5984,5,1,2,1,2,1,4,1,1,5,96,949,8906
5985,2,2,3,0,2,1,5,1,1,5,96,950,9878
5986,3,1,2,1,2,2,2,1,1,5,96,950,9878
5987,4,2,3,1,1,1,5,1,1,5,96,950,9878
5988,5,3,5,0,2,1,4,1,1,5,96,950,9878
5989,1,2,4,0,2,2,7,1,1,5,96,951,8551
5990,2,1,2,0,2,2,2,1,1,5,96,951,8551
5991,3,2,2,0,2,2,3,1,1,5,96,951,8551
5992,4,2,4,1,2,2,4,1,1,5,96,951,8551
5993,5,1,2,1,2,1,3,1,1,5,96,951,8551
5994,1,2,4,1,2,2,4,1,1,5,96,952,9158
5995,2,1,2,0,2,2,3,1,1,5,96,952,9158
5996,3,2,3,0,1,2,2,1,1,5,96,952,9158
5997,4,2,4,1,1,1,3,1,1,5,96,952,9158
5998,5,2,4,1,1,1,3,1,1,5,96,952,9158
5999,1,1,2,0,2,1,4,1,1,5,96,953,9634
6000,2,3,5,0,1,1,5,1,1,5,96,953,9634
6001,3,1,2,0,2,2,2,1,1,5,96,953,9634
6002,4,2,4,1,2,1,4,1,1,5,96,953,9634
6003,5,1,2,0,2,1,3,1,1,5,96,953,9634
6004,1,1,1,0,2,2,4,1,1,5,96,954,10174
6005,2,1,2,0,2,1,4,1,1,5,96,954,10174
6006,3,2,3,0,2,1,2,1,1,5,96,954,10174
6007,4,3,3,0,2,2,5,1,1,5,96,954,10174
6008,5,1,1,0,2,2,2,1,1,5,96,954,10174
6009,1,1,1,0,2,1,8,1,1,5,96,955,7779
6010,2,2,4,0,2,1,6,1,1,5,96,955,7779
6011,3,1,2,0,2,2,3,1,1,5,96,955,7779
6012,5,2,3,0,2,1,3,1,1,5,96,955,7779
6013,1,3,5,1,1,1,4,1,1,5,96,956,7924
6014,3,2,5,1,1,1,4,1,1,5,96,956,7924
6015,4,2,5,1,1,1,3,1,1,5,96,956,7924
6016,5,3,5,1,2,2,2,1,1,5,96,956,7924
6017,1,1,2,0,2,2,4,1,1,5,97,957,9389
6018,2,2,4,1,2,1,5,2,1,5,97,957,9389
6019,3,3,5,1,2,1,1,1,1,5,97,957,9389
6020,4,2,4,1,1,1,3,1,1,5,97,957,9389
6021,5,2,4,1,2,1,1,1,1,5,97,957,9389
6022,1,3,3,1,2,2,6,1,1,5,96,958,8434
6023,2,1,4,1,2,1,7,1,1,5,96,958,8434
6024,3,2,4,0,2,1,3,1,1,5,96,958,8434
6025,4,2,5,2,2,1,2,1,1,5,96,958,8434
6026,1,1,2,0,2,1,6,1,1,5,96,959,9415
6027,2,2,3,0,2,1,6,1,1,5,96,959,9415
6028,3,1,2,1,2,2,5,1,1,5,96,959,9415
6029,4,3,5,0,2,2,4,1,1,5,96,959,9415
6030,5,1,2,0,2,2,1,1,1,5,96,959,9415
6031,1,2,4,1,2,2,2,1,1,5,96,960,8897
6032,2,2,3,1,2,2,4,1,1,5,96,960,8897
6033,3,3,5,1,2,1,5,1,1,5,96,960,8897
6034,4,1,2,0,2,2,5,1,1,5,96,960,8897
6035,5,1,2,0,2,2,5,1,1,5,96,960,8897
6036,1,1,4,1,2,2,3,1,1,5,96,961,8300
6037,2,4,7,2,1,1,8,1,1,5,96,961,8300
6038,3,2,4,1,2,1,2,1,1,5,96,961,8300
6039,4,4,8,1,2,1,1,1,1,5,96,961,8300
6040,5,3,5,2,1,1,4,1,1,5,96,961,8300
6041,1,2,6,1,1,2,4,1,1,5,97,962,9109
6042,2,3,5,1,2,1,4,1,1,5,97,962,9109
6043,3,3,4,1,2,1,5,1,1,5,97,962,9109
6044,4,2,4,1,1,1,3,1,1,5,97,962,9109
6045,5,2,4,1,2,2,1,1,1,5,97,962,9109
6046,1,1,2,0,2,1,2,1,1,5,96,963,9191
6047,2,5,7,2,2,1,7,1,1,5,96,963,9191
6048,3,4,7,1,2,1,7,1,1,5,96,963,9191
6049,4,2,4,0,2,1,1,1,1,5,96,963,9191
6050,5,1,4,1,2,2,2,1,1,5,96,963,9191
6051,1,1,3,1,1,1,5,1,1,5,96,964,7769
6052,2,2,5,0,2,2,5,1,1,5,96,964,7769
6053,3,3,5,1,1,1,2,1,1,5,96,964,7769
6054,4,3,5,1,2,1,6,1,1,5,96,964,7769
6055,5,1,2,0,2,1,3,1,1,5,96,964,7769
6056,2,1,2,1,2,2,2,1,1,5,96,965,8007
6057,4,3,6,2,1,1,3,1,1,5,96,965,8007
6058,5,3,8,2,1,1,2,1,1,5,96,965,8007
6059,1,3,5,1,2,1,4,1,1,5,96,966,10138
6060,3,2,4,0,2,2,1,1,1,5,96,966,10138
6061,4,2,5,1,2,1,5,1,1,5,96,966,10138
6062,5,1,3,1,2,2,1,1,1,5,96,966,10138
6063,1,2,5,1,2,1,5,1,1,5,98,967,12535
6064,3,2,4,1,1,1,3,1,1,5,98,967,12535
6065,5,2,3,1,2,1,6,1,1,5,98,967,12535
6066,1,4,7,1,2,2,5,1,1,5,97,968,12200
6067,2,1,3,1,2,2,1,1,1,5,97,968,12200
6068,3,1,2,1,2,2,1,1,1,5,97,968,12200
6069,4,1,2,1,2,2,3,1,1,5,97,968,12200
6070,5,2,3,1,1,1,2,1,1,5,97,968,12200
6071,2,1,1,1,2,2,1,1,1,5,96,969,10117
6072,3,2,4,1,2,1,2,1,1,5,96,969,10117
6073,4,1,1,0,2,2,1,1,1,5,96,969,10117
6074,5,2,4,0,2,1,7,1,1,5,96,969,10117
6075,1,2,4,1,1,2,1,1,1,5,97,970,9672
6076,2,2,4,1,1,2,2,1,1,5,97,970,9672
6077,3,2,4,1,1,1,3,1,1,5,97,970,9672
6078,4,2,4,1,2,1,4,1,1,5,97,970,9672
6079,5,2,2,1,2,1,6,1,1,5,97,970,9672
6080,1,3,7,3,1,1,4,1,1,5,98,971,12245
6081,3,1,2,1,2,1,4,1,1,5,98,971,12245
6082,5,3,5,2,1,1,1,1,1,5,98,971,12245
6083,2,3,8,2,2,1,4,1,1,5,98,972,16327
6084,3,3,5,5,1,1,5,1,1,5,98,972,16327
6085,5,1,4,4,1,1,2,1,1,5,98,972,16327
6086,1,2,3,1,2,1,4,1,1,5,96,973,9189
6087,2,1,2,1,2,1,4,1,1,5,96,973,9189
6088,3,1,1,1,2,2,3,1,1,5,96,973,9189
6089,4,3,4,1,2,1,5,1,1,5,96,973,9189
6090,5,1,1,1,2,2,1,1,1,5,96,973,9189
6091,1,4,7,2,1,1,6,1,1,5,98,974,14003
6092,2,2,3,1,1,2,3,1,1,5,98,974,14003
6093,3,3,5,2,1,1,5,1,1,5,98,974,14003
6094,4,3,4,2,1,1,2,1,1,5,98,974,14003
6095,5,5,8,2,2,1,2,1,1,5,98,974,14003
6096,1,2,4,1,1,1,3,1,1,5,96,975,7734
6097,3,2,5,1,2,1,3,1,1,5,96,975,7734
6098,4,5,6,2,1,1,6,1,1,5,96,975,7734
6099,5,2,4,1,1,1,4,1,1,5,96,975,7734
6100,1,2,3,1,2,2,3,1,1,5,96,976,8701
6101,2,1,1,0,2,2,1,1,1,5,96,976,8701
6102,3,5,8,2,1,1,10,1,1,5,96,976,8701
6103,4,3,5,1,2,1,5,1,1,5,96,976,8701
6104,5,2,4,1,1,1,4,1,1,5,96,976,8701
6105,1,3,4,0,1,2,4,1,1,5,96,977,8510
6106,2,5,7,2,2,1,9,1,1,5,96,977,8510
6107,3,2,6,0,2,1,1,1,1,5,96,977,8510
6108,4,3,5,0,2,1,5,1,1,5,96,977,8510
6109,5,2,3,1,1,1,2,1,1,5,96,977,8510
6110,1,1,2,1,2,1,5,1,1,5,96,978,8822
6111,2,1,1,1,1,1,4,1,1,5,96,978,8822
6112,4,2,4,1,2,2,6,1,1,5,96,978,8822
6113,5,2,4,2,2,2,5,1,1,5,96,978,8822
6114,1,2,4,1,1,1,5,1,1,5,96,979,8183
6115,2,1,3,1,2,1,3,1,1,5,96,979,8183
6116,3,6,8,2,2,2,3,1,1,5,96,979,8183
6117,4,3,4,2,1,1,6,1,1,5,96,979,8183
6118,5,2,3,1,1,1,3,1,1,5,96,979,8183
6119,1,5,8,3,1,1,5,1,1,5,96,980,8910
6120,2,1,2,1,2,2,1,1,1,5,96,980,8910
6121,3,2,3,1,2,1,3,1,1,5,96,980,8910
6122,4,2,4,1,1,1,4,1,1,5,96,980,8910
6123,5,3,4,1,2,1,5,1,1,5,96,980,8910
6124,1,2,5,1,2,1,2,1,1,5,97,981,8345
6125,2,2,4,1,2,1,2,1,1,5,97,981,8345
6126,3,3,5,2,1,1,3,1,1,5,97,981,8345
6127,4,1,1,1,2,2,3,1,1,5,97,981,8345
6128,5,1,2,1,1,2,1,1,1,5,97,981,8345
6129,1,1,2,1,2,2,2,1,1,5,97,982,9468
6130,2,2,6,2,2,1,2,1,1,5,97,982,9468
6131,3,1,2,1,1,1,2,1,1,5,97,982,9468
6132,4,3,5,2,2,1,3,1,1,5,97,982,9468
6133,5,1,3,1,2,1,3,1,1,5,97,982,9468
6134,1,2,4,2,1,1,4,1,1,5,97,983,9090
6135,2,2,3,1,2,2,4,1,1,5,97,983,9090
6136,3,2,3,1,2,1,6,1,1,5,97,983,9090
6137,4,3,4,2,1,1,4,1,1,5,97,983,9090
6138,5,2,5,2,1,1,2,1,1,5,97,983,9090
6139,1,1,2,1,2,1,1,1,1,5,96,984,8849
6140,2,2,4,1,2,1,1,1,1,5,96,984,8849
6141,3,5,5,1,1,1,11,1,1,5,96,984,8849
6142,4,2,6,2,2,1,3,1,1,5,96,984,8849
6143,5,3,9,3,2,1,5,1,1,5,96,984,8849
6144,1,2,4,0,1,1,6,1,1,5,96,985,10233
6145,2,2,3,0,2,1,1,1,1,5,96,985,10233
6146,3,1,2,0,2,2,1,1,1,5,96,985,10233
6147,4,2,5,0,2,1,5,1,1,5,96,985,10233
6148,5,2,5,1,1,1,4,1,1,5,96,985,10233
6149,1,1,2,0,2,1,5,1,1,5,96,986,8027
6150,2,1,2,0,2,2,1,1,1,5,96,986,8027
6151,3,2,3,1,1,1,8,1,1,5,96,986,8027
6152,4,1,1,1,2,1,1,1,1,5,96,986,8027
6153,5,1,2,0,2,1,1,1,1,5,96,986,8027
6154,1,2,4,1,1,1,5,1,1,5,96,987,9602
6155,2,2,5,1,2,2,1,1,1,5,96,987,9602
6156,3,1,2,0,2,2,2,1,1,5,96,987,9602
6157,4,2,4,1,1,1,2,1,1,5,96,987,9602
6158,5,3,5,1,1,1,5,1,1,5,96,987,9602
6159,2,3,6,2,2,1,6,1,1,5,97,988,9761
6160,3,1,5,1,2,2,4,1,1,5,97,988,9761
6161,4,2,2,1,2,2,6,1,1,5,97,988,9761
6162,5,2,4,1,1,1,5,1,1,5,97,988,9761
6163,1,3,4,2,1,1,4,1,1,5,97,989,10783
6164,2,2,3,2,1,1,4,1,1,5,97,989,10783
6165,3,2,4,1,1,1,3,1,1,5,97,989,10783
6166,4,2,4,1,1,1,3,1,1,5,97,989,10783
6167,5,2,2,1,2,1,4,1,1,5,97,989,10783
6168,2,2,4,1,2,1,3,1,1,5,97,990,10913
6169,3,2,3,1,2,1,5,1,1,5,97,990,10913
6170,4,3,5,2,2,1,4,1,1,5,97,990,10913
6171,5,2,2,0,2,1,6,1,1,5,97,990,10913
6172,1,2,4,1,1,1,2,1,1,5,98,991,12253
6173,3,1,2,1,2,2,2,1,1,5,98,991,12253
6174,4,2,6,2,1,1,3,1,1,5,98,991,12253
6175,5,2,5,1,1,1,2,1,1,5,98,991,12253
6176,1,1,4,2,1,2,3,1,1,5,96,992,7777
6177,2,3,4,1,1,1,5,1,1,5,96,992,7777
6178,4,1,2,1,2,1,3,1,1,5,96,992,7777
6179,5,2,3,1,1,1,5,1,1,5,96,992,7777
6180,1,1,2,1,2,1,5,1,1,5,96,993,8789
6181,2,3,5,1,1,1,4,1,1,5,96,993,8789
6182,3,2,3,1,2,1,3,1,1,5,96,993,8789
6183,4,2,5,1,2,1,4,1,1,5,96,993,8789
6184,5,3,6,1,2,1,3,1,1,5,96,993,8789
6185,1,3,5,1,2,1,4,1,1,5,96,994,8284
6186,2,2,2,1,1,1,6,1,1,5,96,994,8284
6187,3,2,8,2,2,2,2,1,1,5,96,994,8284
6188,4,1,2,1,2,2,1,1,1,5,96,994,8284
6189,5,3,5,1,2,2,2,1,1,5,96,994,8284
6190,1,2,4,1,2,1,3,1,1,5,97,995,9176
6191,2,3,5,1,2,1,5,1,1,5,97,995,9176
6192,3,1,3,1,2,1,2,1,1,5,97,995,9176
6193,4,2,4,0,2,2,8,1,1,5,97,995,9176
6194,5,2,4,0,1,1,2,1,1,5,97,995,9176
6195,2,4,7,2,1,1,5,1,1,5,97,996,10329
6196,3,3,5,1,2,1,5,1,1,5,97,996,10329
6197,4,2,3,1,1,1,4,1,1,5,97,996,10329
6198,5,2,3,1,1,2,2,1,1,5,97,996,10329
6199,1,2,5,2,1,1,4,1,1,5,98,997,14467
6200,2,1,3,1,2,1,2,1,1,5,98,997,14467
6201,3,3,4,1,1,1,6,1,1,5,98,997,14467
6202,4,3,5,1,2,1,4,1,1,5,98,997,14467
6203,1,2,3,1,1,1,2,1,1,5,97,998,9210
6204,2,2,4,1,1,1,2,1,1,5,97,998,9210
6205,3,3,5,1,2,1,3,1,1,5,97,998,9210
6206,4,2,3,1,2,1,6,1,1,5,97,998,9210
6207,5,2,3,1,1,1,1,1,1,5,97,998,9210
6208,1,2,5,1,2,2,2,1,1,5,97,999,11545
6209,2,1,2,1,2,2,4,1,1,5,97,999,11545
6210,3,2,4,1,1,1,6,1,1,5,97,999,11545
6211,4,1,3,1,2,2,2,1,1,5,97,999,11545
6212,5,1,2,1,2,1,3,1,1,5,97,999,11545
6213,3,1,3,1,1,1,2,1,1,5,96,1000,7773
6214,4,1,2,1,2,2,6,1,1,5,96,1000,7773
6215,5,1,2,1,2,2,6,1,1,5,96,1000,7773
6216,2,4,6,1,2,1,4,1,2,5,99,1001,14582
6217,3,2,6,1,2,1,3,1,2,5,99,1001,14582
6218,4,2,5,1,2,2,4,1,2,5,99,1001,14582
6219,5,2,4,1,1,2,2,1,2,5,99,1001,14582
6220,1,1,2,1,2,2,4,1,2,5,93,1002,5735
6221,3,3,6,1,2,1,3,1,2,5,93,1002,5735
6222,4,1,2,1,2,1,5,1,2,5,93,1002,5735
6223,5,1,1,1,2,1,2,1,2,5,93,1002,5735
6224,8,2,4,1,2,1,7,1,2,5,93,1002,5735
6225,9,1,3,3,2,1,3,1,2,5,93,1002,5735
6226,10,2,5,1,2,1,4,1,2,5,93,1002,5735
6227,11,2,3,1,2,1,5,1,2,5,93,1002,5735
6228,12,1,3,1,2,2,3,1,2,5,93,1002,5735
6229,13,2,4,1,2,2,5,1,2,5,93,1002,5735
6230,14,1,2,1,2,2,3,1,2,5,93,1002,5735
6231,16,1,3,1,2,2,3,1,2,5,93,1002,5735
6232,17,3,5,1,2,1,3,1,2,5,93,1002,5735
6233,18,1,3,1,2,2,4,1,2,5,93,1002,5735
6234,19,2,4,1,1,1,4,1,2,5,93,1002,5735
6235,20,1,3,1,2,2,2,1,2,5,93,1002,5735
6236,1,2,3,1,2,1,7,1,2,5,100,1003,12154
6237,2,2,5,1,1,1,2,1,2,5,100,1003,12154
6238,3,1,3,1,2,1,2,1,2,5,100,1003,12154
6239,4,1,3,1,2,1,2,1,2,5,100,1003,12154
6240,5,3,6,1,2,1,9,1,2,5,100,1003,12154
6241,1,1,2,1,2,2,6,1,2,5,99,1004,13883
6242,2,4,8,2,1,1,1,1,2,5,99,1004,13883
6243,5,2,4,1,2,2,4,1,2,5,99,1004,13883
6244,1,2,3,2,1,1,1,1,2,5,100,1005,10585
6245,2,2,4,1,2,1,3,1,2,5,100,1005,10585
6246,3,2,4,1,2,1,4,1,2,5,100,1005,10585
6247,4,2,2,1,2,1,2,1,2,5,100,1005,10585
6248,5,3,4,1,2,1,6,1,2,5,100,1005,10585
6249,1,1,2,0,2,2,2,1,2,5,99,1006,13461
6250,2,1,4,1,2,1,2,1,2,5,99,1006,13461
6251,3,1,2,1,2,2,1,1,2,5,99,1006,13461
6252,5,3,8,1,1,1,4,1,2,5,99,1006,13461
6253,1,3,4,1,2,1,4,1,2,5,99,1007,13581
6254,2,2,5,1,1,1,4,1,2,5,99,1007,13581
6255,3,3,5,1,2,1,4,1,2,5,99,1007,13581
6256,4,2,4,1,2,1,5,1,2,5,99,1007,13581
6257,5,2,4,0,2,1,4,1,2,5,99,1007,13581
6258,1,2,4,1,1,2,2,1,2,5,100,1008,11035
6259,3,4,6,1,2,1,7,1,2,5,100,1008,11035
6260,4,2,2,3,2,1,3,1,2,5,100,1008,11035
6261,5,2,3,1,2,1,3,1,2,5,100,1008,11035
6262,1,2,3,0,2,2,3,1,2,5,99,1009,13025
6263,2,1,1,0,2,2,1,1,2,5,99,1009,13025
6264,3,2,3,1,2,1,5,1,2,5,99,1009,13025
6265,4,4,5,2,1,1,4,1,2,5,99,1009,13025
6266,5,1,3,1,1,1,1,1,2,5,99,1009,13025
6267,1,1,2,1,1,2,2,1,3,5,101,1010,11978
6268,2,2,4,1,2,1,4,1,3,5,101,1010,11978
6269,3,2,4,1,1,1,5,1,3,5,101,1010,11978
6270,4,1,3,1,2,1,1,1,3,5,101,1010,11978
6271,5,5,9,2,1,1,6,1,3,5,101,1010,11978
6272,1,1,3,1,2,1,2,1,3,5,101,1011,12174
6273,2,2,5,1,1,1,6,1,3,5,101,1011,12174
6274,3,1,2,1,1,2,2,1,3,5,101,1011,12174
6275,4,2,5,1,2,1,4,1,3,5,101,1011,12174
6276,5,3,4,1,2,1,6,1,3,5,101,1011,12174
6277,1,2,3,1,2,1,5,1,3,5,101,1012,10936
6278,2,1,2,0,2,2,1,1,3,5,101,1012,10936
6279,3,2,4,0,2,2,5,1,3,5,101,1012,10936
6280,4,3,5,1,1,1,3,1,3,5,101,1012,10936
6281,5,2,4,0,1,2,3,1,3,5,101,1012,10936
6282,1,3,5,1,2,1,4,1,3,5,101,1013,10269
6283,2,2,5,1,1,1,4,1,3,5,101,1013,10269
6284,4,1,3,1,2,1,3,1,3,5,101,1013,10269
6285,5,3,7,2,1,1,4,1,3,5,101,1013,10269
6286,1,3,5,1,1,1,4,1,3,5,93,1014,11899
6287,2,4,5,1,1,1,4,1,3,5,93,1014,11899
6288,3,1,2,1,2,1,6,1,3,5,93,1014,11899
6289,5,3,4,2,2,1,3,1,3,5,93,1014,11899
6290,6,2,6,1,1,1,4,1,3,5,93,1014,11899
6291,7,2,3,1,2,1,6,1,3,5,93,1014,11899
6292,8,1,2,1,2,1,3,1,3,5,93,1014,11899
6293,9,2,3,1,2,2,5,1,3,5,93,1014,11899
6294,10,2,5,1,2,1,2,1,3,5,93,1014,11899
6295,11,3,5,1,1,1,5,1,3,5,93,1014,11899
6296,12,2,3,1,1,1,3,1,3,5,93,1014,11899
6297,13,1,1,0,2,1,2,1,3,5,93,1014,11899
6298,14,1,2,1,2,1,3,1,3,5,93,1014,11899
6299,15,1,5,1,1,1,2,1,3,5,93,1014,11899
6300,18,3,5,2,1,1,3,1,3,5,93,1014,11899
6301,20,1,3,2,2,1,2,1,3,5,93,1014,11899
6302,1,2,3,1,1,1,4,1,3,5,93,1015,10795
6303,2,2,3,1,2,1,2,1,3,5,93,1015,10795
6304,3,1,3,0,2,2,2,1,3,5,93,1015,10795
6305,4,1,2,1,2,2,1,1,3,5,93,1015,10795
6306,5,5,7,2,1,1,6,1,3,5,93,1015,10795
6307,6,4,6,2,1,1,7,2,3,5,93,1015,10795
6308,7,4,7,2,1,1,6,1,3,5,93,1015,10795
6309,8,4,6,2,1,1,4,1,3,5,93,1015,10795
6310,9,3,6,1,1,1,5,1,3,5,93,1015,10795
6311,10,2,4,1,2,1,3,1,3,5,93,1015,10795
6312,11,1,3,1,2,2,2,1,3,5,93,1015,10795
6313,12,3,5,1,1,1,6,1,3,5,93,1015,10795
6314,13,2,4,1,2,1,1,1,3,5,93,1015,10795
6315,14,2,5,1,1,1,5,1,3,5,93,1015,10795
6316,16,2,4,1,2,1,3,1,3,5,93,1015,10795
6317,17,2,5,1,2,1,3,1,3,5,93,1015,10795
6318,19,2,4,2,1,1,3,1,3,5,93,1015,10795
6319,20,1,11,2,2,2,1,1,3,5,93,1015,10795
6320,1,3,4,1,2,2,4,1,1,5,97,1016,11145
6321,2,3,5,1,1,1,7,1,1,5,97,1016,11145
6322,3,3,5,1,1,1,5,1,1,5,97,1016,11145
6323,5,3,4,1,1,1,5,1,1,5,97,1016,11145
6324,2,2,4,1,2,1,2,1,1,5,98,1017,10846
6325,3,2,3,1,2,1,4,1,1,5,98,1017,10846
6326,4,2,4,1,2,1,6,1,1,5,98,1017,10846
6327,5,1,4,1,1,1,2,1,1,5,98,1017,10846
6328,1,2,3,1,2,1,4,1,1,5,97,1018,8932
6329,2,2,3,1,2,1,2,1,1,5,97,1018,8932
6330,3,2,3,1,2,2,1,1,1,5,97,1018,8932
6331,5,1,2,1,2,1,1,1,1,5,97,1018,8932
6332,1,2,4,0,2,1,4,1,1,5,96,1019,7781
6333,2,1,3,1,2,2,2,1,1,5,96,1019,7781
6334,3,1,2,1,2,1,3,1,1,5,96,1019,7781
6335,4,1,4,1,1,1,2,1,1,5,96,1019,7781
6336,1,2,4,1,1,1,5,1,4,5,95,1020,7714
6337,2,2,3,1,2,2,4,1,4,5,95,1020,7714
6338,3,4,5,1,2,1,6,1,4,5,95,1020,7714
6339,4,3,6,2,1,1,4,1,4,5,95,1020,7714
6340,6,3,4,1,1,1,4,1,4,5,95,1020,7714
6341,7,3,5,1,1,1,5,1,4,5,95,1020,7714
6342,8,2,4,1,1,1,4,1,4,5,95,1020,7714
6343,9,2,3,1,2,1,5,1,4,5,95,1020,7714
6344,10,1,1,0,2,2,4,1,4,5,95,1020,7714
6345,11,4,5,1,1,1,7,1,4,5,95,1020,7714
6346,12,1,4,1,1,1,3,1,4,5,95,1020,7714
6347,13,2,4,1,1,1,7,1,4,5,95,1020,7714
6348,14,1,6,1,2,1,2,1,4,5,95,1020,7714
6349,15,4,6,1,1,1,9,1,4,5,95,1020,7714
6350,16,3,3,1,1,1,5,1,4,5,95,1020,7714
6351,17,3,4,1,2,1,5,1,4,5,95,1020,7714
6352,18,2,6,1,1,2,2,1,4,5,95,1020,7714
6353,19,3,4,2,2,2,3,1,4,5,95,1020,7714
6354,20,3,4,1,2,1,5,1,4,5,95,1020,7714
6355,1,3,5,0,2,1,5,1,4,5,95,1021,7975
6356,3,3,5,1,1,1,6,1,4,5,95,1021,7975
6357,4,3,6,1,2,1,4,1,4,5,95,1021,7975
6358,5,5,10,2,1,1,13,2,4,5,95,1021,7975
6359,6,4,5,1,2,1,5,1,4,5,95,1021,7975
6360,7,2,4,1,2,1,4,1,4,5,95,1021,7975
6361,8,4,7,1,1,1,5,1,4,5,95,1021,7975
6362,9,3,7,1,1,1,7,2,4,5,95,1021,7975
6363,10,3,4,1,1,1,6,1,4,5,95,1021,7975
6364,11,2,4,1,1,1,3,1,4,5,95,1021,7975
6365,12,3,5,1,2,1,7,1,4,5,95,1021,7975
6366,13,1,1,1,2,2,1,1,4,5,95,1021,7975
6367,14,1,1,1,2,2,4,1,4,5,95,1021,7975
6368,15,3,5,2,1,1,5,1,4,5,95,1021,7975
6369,16,1,3,1,1,1,1,1,4,5,95,1021,7975
6370,17,2,3,1,1,1,5,1,4,5,95,1021,7975
6371,18,2,4,1,2,1,3,1,4,5,95,1021,7975
6372,19,2,3,1,2,1,2,1,4,5,95,1021,7975
6373,20,4,4,1,1,1,4,1,4,5,95,1021,7975
6374,1,2,4,1,2,1,5,1,4,5,94,1022,6827
6375,2,2,4,0,2,1,5,1,4,5,94,1022,6827
6376,3,1,3,1,2,2,1,1,4,5,94,1022,6827
6377,4,2,3,1,2,1,6,1,4,5,94,1022,6827
6378,5,2,4,2,2,2,2,1,4,5,94,1022,6827
6379,6,2,3,1,2,1,3,1,4,5,94,1022,6827
6380,7,1,3,0,2,1,3,1,4,5,94,1022,6827
6381,8,1,4,1,1,2,2,1,4,5,94,1022,6827
6382,9,2,4,1,2,1,3,1,4,5,94,1022,6827
6383,10,2,4,0,2,1,1,1,4,5,94,1022,6827
6384,11,3,7,1,2,1,6,1,4,5,94,1022,6827
6385,12,1,2,1,2,2,3,1,4,5,94,1022,6827
6386,13,2,3,0,2,1,3,1,4,5,94,1022,6827
6387,14,2,3,1,2,2,9,1,4,5,94,1022,6827
6388,15,2,3,0,2,2,7,1,4,5,94,1022,6827
6389,16,1,2,0,2,2,2,1,4,5,94,1022,6827
6390,17,4,5,1,1,1,4,1,4,5,94,1022,6827
6391,18,1,1,0,2,2,4,1,4,5,94,1022,6827
6392,19,2,3,1,2,2,6,1,4,5,94,1022,6827
6393,20,1,2,0,2,1,3,1,4,5,94,1022,6827
6394,21,2,3,1,2,2,6,1,4,5,94,1022,6827
6395,1,1,2,0,1,1,4,1,4,5,94,1023,8516
6396,2,2,4,0,1,1,5,1,4,5,94,1023,8516
6397,3,2,3,0,2,1,5,1,4,5,94,1023,8516
6398,4,3,5,1,1,1,8,1,4,5,94,1023,8516
6399,5,1,3,1,1,2,2,1,4,5,94,1023,8516
6400,6,1,3,1,1,2,2,1,4,5,94,1023,8516
6401,7,3,5,1,2,1,6,1,4,5,94,1023,8516
6402,9,4,6,1,1,1,4,1,4,5,94,1023,8516
6403,10,1,3,1,2,2,2,1,4,5,94,1023,8516
6404,11,4,6,1,1,1,6,1,4,5,94,1023,8516
6405,12,1,2,1,2,1,4,1,4,5,94,1023,8516
6406,13,3,4,1,1,1,7,1,4,5,94,1023,8516
6407,14,3,4,1,2,1,7,1,4,5,94,1023,8516
6408,16,2,4,1,2,1,3,1,4,5,94,1023,8516
6409,17,3,4,1,2,1,7,1,4,5,94,1023,8516
6410,18,4,5,2,1,1,4,1,4,5,94,1023,8516
6411,19,3,5,1,1,1,6,1,4,5,94,1023,8516
6412,20,1,1,0,2,1,1,1,4,5,94,1023,8516
6413,1,3,5,2,1,1,8,1,1,3,107,1024,2988
6414,2,3,4,1,1,1,4,1,1,3,107,1024,2988
6415,4,2,4,1,1,1,1,1,1,3,107,1024,2988
6416,5,2,6,2,2,1,3,1,1,3,107,1024,2988
6417,1,3,5,3,1,1,3,1,1,3,108,1025,14466
6418,3,1,3,2,2,1,2,1,1,3,108,1025,14466
6419,1,2,4,1,1,1,4,1,1,3,107,1026,3374
6420,4,1,3,1,1,1,2,1,1,3,107,1026,3374
6421,5,1,1,1,2,2,1,1,1,3,107,1026,3374
6422,1,1,3,1,2,2,1,1,1,3,106,1027,3179
6423,2,3,4,1,1,1,5,1,1,3,106,1027,3179
6424,4,3,8,2,1,1,3,1,1,3,106,1027,3179
6425,5,3,8,1,2,1,7,1,1,3,106,1027,3179
6426,1,2,3,1,2,1,6,1,1,3,106,1028,4348
6427,3,2,4,1,1,1,2,1,1,3,106,1028,4348
6428,4,2,4,1,2,1,6,1,1,3,106,1028,4348
6429,5,4,6,2,2,2,7,1,1,3,106,1028,4348
